leiloeiro,junta,site,titulo,descricao,endereco,cidade,uf,lance_inicial,avaliacao,data_leilao,url,tipo,imagem,anexos
Eduardo Vinicius Fleury Lobo,JUCEG,https://www.leilo.com.br/leilao/imoveis,IMOVEL NO BAIRRO SAO CARLOS - GOIANIA/GO,"Finalizado Lote 1 Lote atual location_on GO chevron_left chevron_right - 1º Leilão IMOVEL NO BAIRRO SAO CARLOS - GOIANIA/GO favorite_border 360° photo 7 Fotos play_circle Vídeo R$ 200.000,00 Lance atual schedule Finaliza em 9 dias 11h23m36s 36s restantes hourglass_top 3..2..1.. finalizando Thu Jun 18 2026 08:30:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    23
    818615.732
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 9,
  ""hours"": 11,
  ""minutes"": 23,
  ""seconds"": 35.732
} Leilão: ",,Goiania,GO,"200.000,00",,18/06/2026,https://www.leilo.com.br/leilao/goiania-goias/imoveis/imovel-no-bairro-sao-carlos---goiania/go/ano.2023/760d8210-4fcf-11f1-8cef-02420a000008,imovel,,
Eduardo Vinicius Fleury Lobo,JUCEG,https://www.leilo.com.br/leilao/imoveis,"Nova Veneza/GO LOTE com a área de 9.960,46 m²","Finalizado Lote 1 Lote atual location_on chevron_left chevron_right - 1º Leilão Nova Veneza/GO LOTE com a área de 9.960,46 m² favorite_border 360° photo 22 Fotos play_circle Vídeo R$ 1.050.000,00 Lance atual schedule Finaliza em 9 dias 11h38m36s 36s restantes hourglass_top 3..2..1.. finalizando Thu Jun 18 2026 08:45:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    23
    819515.731
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 9,
  ""hours"": 11,
  ""minutes"": 38,
  ""seconds"": 35.731
} Lei",,Goiania,GO,"1.050.000,00",,18/06/2026,"https://www.leilo.com.br/leilao/goiania-goias/imoveis/nova-veneza/go-lote-com-a-area-de-9.960,46-m%C2%B2/ano.2023/6bb04919-53c2-11f1-8cef-02420a000008",imovel,,
Eduardo Vinicius Fleury Lobo,JUCEG,https://www.leilo.com.br/leilao/imoveis,"CAMPO LIMPO DE GOIAS/GO -  LOTE COM AREA DE 287,50 M","Finalizado Lote 1 Lote atual location_on chevron_left chevron_right - 1º Leilão CAMPO LIMPO DE GOIAS/GO -  LOTE COM AREA DE 287,50 M favorite_border 360° photo 13 Fotos play_circle Vídeo R$ 420.000,00 Lance atual schedule Finaliza em 9 dias 11h53m36s 36s restantes hourglass_top 3..2..1.. finalizando Thu Jun 18 2026 09:00:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    23
    820415.731
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 9,
  ""hours"": 11,
  ""minutes"": 53,
  ""seconds"": 35.731
",,Goiania,GO,"420.000,00",,18/06/2026,"https://www.leilo.com.br/leilao/goiania-goias/imoveis/campo-limpo-de-goias/go----lote-com-area-de-287,50-m/ano.2023/371a5fe7-552a-11f1-8cef-02420a000008",imovel,,
Eduardo Vinicius Fleury Lobo,JUCEG,https://www.leilo.com.br/leilao/imoveis,NOVO GAMA/GO - TERRENO 360 M,"Finalizado Lote 5 Lote atual location_on chevron_left chevron_right - NOVO GAMA/GO - TERRENO 360 M favorite_border 360° photo 15 Fotos play_circle Vídeo R$ 116.300,00 Lance atual schedule Finaliza em 15 dias 11h55m36s 36s restantes hourglass_top 3..2..1.. finalizando Wed Jun 24 2026 09:02:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    23
    1338935.73
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 15,
  ""hours"": 11,
  ""minutes"": 55,
  ""seconds"": 35.73
} Leilão: 24/06/2026 Qua •
      ",,Goiania,GO,"116.300,00",,24/06/2026,https://www.leilo.com.br/leilao/goiania-goias/imoveis/novo-gama/go---terreno-360-m/ano.2023/8c5c4036-5dfe-11f1-99e0-02420a00000a,imovel,,
Eduardo Vinicius Fleury Lobo,JUCEG,https://www.leilo.com.br/leilao/imoveis,GOIANIA/GO - CASA COM 216 M,"Finalizado Lote 8 Lote atual location_on chevron_left chevron_right - GOIANIA/GO - CASA COM 216 M favorite_border 360° photo 5 Fotos play_circle Vídeo R$ 280.000,00 Lance atual schedule Finaliza em 15 dias 11h57m6s 6s restantes hourglass_top 3..2..1.. finalizando Wed Jun 24 2026 09:03:30 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    23
    1339025.728
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 15,
  ""hours"": 11,
  ""minutes"": 57,
  ""seconds"": 5.728
} Leilão: 24/06/2026 Qua •
         ",,Goiania,GO,"280.000,00",,24/06/2026,https://www.leilo.com.br/leilao/goiania-goias/imoveis/goiania/go---casa-com-216-m/ano.2023/8e007da7-5dfe-11f1-99e0-02420a00000a,imovel,,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,Casas,"Lote 2 COD. 1316 Aberto para Lances Casas Imóvel com Área total de 3.962,50m², situado em Nova Petrópolis, Planaltina-GO Planaltina - GO Leilão Judicial 1º Leilão 16/06/2026 ás 10:00 R$ 125.000,00 2º Leilão 16/06/2026 ás 11:00 R$ 62.500,00 165 0 WhatsApp Facebook Twitter E-mail Lote 3 COD. 1328 Aberto para Lances Apartamentos 1)um apartamento no 502, Bloco A, do Edifício Kananxuê Thermas Park, Caldas Novas-GO Caldas Novas - GO Leilão Judicial 1º Leilão 07/07/2026 ás 10:00 R$ 120.000,00 2º Leilão",,Goiania,GO,"125.000,00",,16/06/2026,https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1359/imovel-com-area-total-de-3-962-50m-situado-em-nova-petropolis-planaltina-go,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/bens/1316/arquivos/69efb10654050-69efb10657b5d.jpg,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,Apartamentos,"Lote 3 COD. 1328 Aberto para Lances Apartamentos 1)um apartamento no 502, Bloco A, do Edifício Kananxuê Thermas Park, Caldas Novas-GO Caldas Novas - GO Leilão Judicial 1º Leilão 07/07/2026 ás 10:00 R$ 120.000,00 2º Leilão 07/07/2026 ás 11:00 R$ 60.000,00 230 0 WhatsApp Facebook Twitter E-mail",,Goiania,GO,"120.000,00",,07/07/2026,https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1373/1-um-apartamento-no-502-bloco-a-do-edificio-kananxue-thermas-park-caldas-novas-go,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/bens/1328/arquivos/6a0dae72c9ef2-6a0dae72d1346.jpg,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,Ponto Comercial,"Lote 4 COD. 1318 Aberto para Lances Ponto Comercial Imóvel Comercial, com área de 362,50m², situado no Setor Mãe Bela, Posse-GO Posse - GO Leilão Judicial 1º Leilão 16/06/2026 ás 10:00 R$ 450.000,00 2º Leilão 16/06/2026 ás 11:00 R$ 225.000,00 159 0 WhatsApp Facebook Twitter E-mail",,Goiania,GO,"450.000,00",,16/06/2026,https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1361/imovel-comercial-com-area-de-362-50m-situado-no-setor-mae-bela-posse-go,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/bens/1318/arquivos/69efb60bc3aeb-69efb60bc68a8.jpg,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,Rural,"Lote 5 COD. 1330 Aberto para Lances Rural Uma fazenda com área de 260,09 alqueires goianos, situada no município de Teresina de Goiás-GO Teresina de Goiás - GO Leilão Judicial 1º Leilão 07/07/2026 ás 10:00 R$ 6.000.000,00 2º Leilão 07/07/2026 ás 11:00 R$ 3.000.000,00 143 0 WhatsApp Facebook Twitter E-mail",,Goiania,GO,"6.000.000,00",,07/07/2026,https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1375/uma-fazenda-com-area-de-260-09-alqueires-goianos-situada-no-municipio-de-teresina-de-goias-go,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/bens/1330/arquivos/6a0dba46dca22-6a0dba46e6cd1.jpg,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,Lote,"Lote 6 COD. 1331 Aberto para Lances Lote Imóvel com área de 1.066,40 m2, em Caldas Novas-GO, Caldas Novas - GO Leilão Judicial 1º Leilão 07/07/2026 ás 10:00 R$ 100.000,00 2º Leilão 07/07/2026 ás 11:00 R$ 50.000,00 177 0 WhatsApp Facebook Twitter E-mail",,Goiania,GO,"100.000,00",,07/07/2026,https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1376/imovel-com-area-de-1-066-40-m2-em-caldas-novas-go,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/bens/1331/arquivos/6a0dfbcc025f3-6a0dfbcc1429a.jpg,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,Ponto Comercial,"Lote 9 COD. 1324 Aberto para Lances Ponto Comercial 1. Imóvel – situado na Quadra 13, lote 21, Parque Valparaíso II, Valparaíso de Goiás Valparaíso de Goiás - GO Leilão Judicial 1º Leilão 16/06/2026 ás 10:00 R$ 350.000,00 2º Leilão 16/06/2026 ás 11:00 R$ 175.000,00 159 0 WhatsApp Facebook Twitter E-mail",,Goiania,GO,"350.000,00",,16/06/2026,https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1367/1-imovel-situado-na-quadra-13-lote-21-parque-valparaiso-ii-valparaiso-de-goias,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/bens/1324/arquivos/69fcdd90ce9a2-69fcdd90d082c.jpg,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,Ponto Comercial,"Lote 10 COD. 1335 Aberto para Lances Ponto Comercial Imóvel Comercial na parte superior do prédio situado à Avenida Goiás, Anápolis/GO. Anápolis - GO Leilão Judicial 1º Leilão 07/07/2026 ás 10:00 R$ 500.000,00 2º Leilão 07/07/2026 ás 11:00 R$ 500.000,00 52 0 WhatsApp Facebook Twitter E-mail",,Goiania,GO,"500.000,00",,07/07/2026,https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1380/imovel-comercial-na-parte-superior-do-predio-situado-a-avenida-goias-anapolis-go,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/bens/1335/arquivos/6a19a4072d82c-6a19a40730eef.jpg,
Alglecio Bueno da Silva,JUCEG,https://www.leiloesgoias.com.br,JUSTIÇA DO TRBALHO DE GOIÁS -TRT18 - CAPITAL E INTERIOR,COD. 168 / 14/2026 11 lotes Aberto para lances JUSTIÇA DO TRBALHO DE GOIÁS -TRT18 - CAPITAL E INTERIOR Somente online Leilão Judicial 1º Leilão Data do encerramento 16/06/2026 A partir das 10:00 2º Leilão Data do encerramento 16/06/2026 A partir das 11:00 3337 0 0 0 WhatsApp Facebook Twitter E-mail COD. 169 / 15/2026 30 lotes Aberto para lances JUSTIÇA DO TRBALHO DE GOIÁS -TRT18 - CAPITAL E INTERIOR Somente online Leilão Judicial 1º Leilão Data do encerramento 07/07/2026 A partir das 10:00 2º Le,,Goiania,GO,,,16/06/2026,https://www.leiloesgoias.com.br/eventos/leilao/168/justica-do-trbalho-de-goias-trt18-capital-e-interior,imovel,https://static.suporteleiloes.com.br/buenoleiloescombr/leiloes/168/69efa58f99a0c-69efa58f9d6f6.jpg,
Sergio Fleury Batista,JUCEG,https://www.leilo.com.br/leilao/imoveis,Leilão de Imoveis,"Leilão de Imoveis 6 resultados view_module view_stream south Encerramento expand_more Leilão de Imoveis na Leilo.. Imoveis de leilão, confira as marcas e modelos. Lotes disponíveis em leilões na Leilo. Antes de enviar um lance, confira todos os detalhes e o edital do leilão do lote. Visite o pátio, veja de perto o lote em leilão na Leilo. Confira as fotos disponíveis na plataforma completa de leilão. Possível encontrar vídeo e 360º em diversos lotes. Leilo, seu lance, seu futuro. Finalizado Lote",,Goiania,GO,"260.000,00",,15/06/2026,"https://www.leilo.com.br/leilao/goiania-goias/imoveis/goiatuba/go---terreno-com-237,50-m%C2%B2/ano.2023/125aaca6-5b88-11f1-99e0-02420a00000a",imovel,,
Sergio Fleury Batista,JUCEG,https://www.leilo.com.br/leilao/imoveis,IMOVEL NO BAIRRO SAO CARLOS - GOIANIA/GO,"Finalizado Lote 1 Lote atual location_on GO chevron_left chevron_right - 1º Leilão IMOVEL NO BAIRRO SAO CARLOS - GOIANIA/GO favorite_border 360° photo 7 Fotos play_circle Vídeo R$ 200.000,00 Lance atual schedule Finaliza em 9 dias 11h18m27s 27s restantes hourglass_top 3..2..1.. finalizando Thu Jun 18 2026 08:30:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    9
    818306.689
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 9,
  ""hours"": 11,
  ""minutes"": 18,
  ""seconds"": 26.689
} Leilão: 1",,Goiania,GO,"200.000,00",,18/06/2026,https://www.leilo.com.br/leilao/goiania-goias/imoveis/imovel-no-bairro-sao-carlos---goiania/go/ano.2023/760d8210-4fcf-11f1-8cef-02420a000008,imovel,,
Sergio Fleury Batista,JUCEG,https://www.leilo.com.br/leilao/imoveis,"Nova Veneza/GO LOTE com a área de 9.960,46 m²","Finalizado Lote 1 Lote atual location_on chevron_left chevron_right - 1º Leilão Nova Veneza/GO LOTE com a área de 9.960,46 m² favorite_border 360° photo 22 Fotos play_circle Vídeo R$ 1.050.000,00 Lance atual schedule Finaliza em 9 dias 11h33m27s 27s restantes hourglass_top 3..2..1.. finalizando Thu Jun 18 2026 08:45:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    9
    819206.688
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 9,
  ""hours"": 11,
  ""minutes"": 33,
  ""seconds"": 26.688
} Leil",,Goiania,GO,"1.050.000,00",,18/06/2026,"https://www.leilo.com.br/leilao/goiania-goias/imoveis/nova-veneza/go-lote-com-a-area-de-9.960,46-m%C2%B2/ano.2023/6bb04919-53c2-11f1-8cef-02420a000008",imovel,,
Sergio Fleury Batista,JUCEG,https://www.leilo.com.br/leilao/imoveis,"CAMPO LIMPO DE GOIAS/GO -  LOTE COM AREA DE 287,50 M","Finalizado Lote 1 Lote atual location_on chevron_left chevron_right - 1º Leilão CAMPO LIMPO DE GOIAS/GO -  LOTE COM AREA DE 287,50 M favorite_border 360° photo 13 Fotos play_circle Vídeo R$ 420.000,00 Lance atual schedule Finaliza em 9 dias 11h48m27s 27s restantes hourglass_top 3..2..1.. finalizando Thu Jun 18 2026 09:00:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    9
    820106.687
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 9,
  ""hours"": 11,
  ""minutes"": 48,
  ""seconds"": 26.687
}",,Goiania,GO,"420.000,00",,18/06/2026,"https://www.leilo.com.br/leilao/goiania-goias/imoveis/campo-limpo-de-goias/go----lote-com-area-de-287,50-m/ano.2023/371a5fe7-552a-11f1-8cef-02420a000008",imovel,,
Sergio Fleury Batista,JUCEG,https://www.leilo.com.br/leilao/imoveis,NOVO GAMA/GO - TERRENO 360 M,"Finalizado Lote 5 Lote atual location_on chevron_left chevron_right - NOVO GAMA/GO - TERRENO 360 M favorite_border 360° photo 15 Fotos play_circle Vídeo R$ 116.300,00 Lance atual schedule Finaliza em 15 dias 11h50m27s 27s restantes hourglass_top 3..2..1.. finalizando Wed Jun 24 2026 09:02:00 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    9
    1338626.686
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 15,
  ""hours"": 11,
  ""minutes"": 50,
  ""seconds"": 26.686
} Leilão: 24/06/2026 Qua •
     ",,Goiania,GO,"116.300,00",,24/06/2026,https://www.leilo.com.br/leilao/goiania-goias/imoveis/novo-gama/go---terreno-360-m/ano.2023/8c5c4036-5dfe-11f1-99e0-02420a00000a,imovel,,
Sergio Fleury Batista,JUCEG,https://www.leilo.com.br/leilao/imoveis,GOIANIA/GO - CASA COM 216 M,"Finalizado Lote 8 Lote atual location_on chevron_left chevron_right - GOIANIA/GO - CASA COM 216 M favorite_border 360° photo 5 Fotos play_circle Vídeo R$ 280.000,00 Lance atual schedule Finaliza em 15 dias 11h51m57s 57s restantes hourglass_top 3..2..1.. finalizando Wed Jun 24 2026 09:03:30 GMT-0300 (Horário Padrão de Brasília)
    Liberado!
    9
    1338716.685
    {
  ""years"": 0,
  ""months"": 0,
  ""days"": 15,
  ""hours"": 11,
  ""minutes"": 51,
  ""seconds"": 56.685
} Leilão: 24/06/2026 Qua •
       ",,Goiania,GO,"280.000,00",,24/06/2026,https://www.leilo.com.br/leilao/goiania-goias/imoveis/goiania/go---casa-com-216-m/ano.2023/8e007da7-5dfe-11f1-99e0-02420a00000a,imovel,,
Johenn Brasil Balduino,JUCEG,https://www.leiloesbrasil.com.br/imoveis,207.346 - APARTAMENTO - APTO ALTO PADRÃO COM GARAGEM,"207.346 - APARTAMENTO - APTO ALTO PADRÃO COM GARAGEM VALOR MÍNIMO: R$ 353.000,00 PARA VENDA “AD CORPUS” DE 01 (UM) APARTAMENTO, LOCALIZADO NO 6° ANDAR DO CONDOMÍNIO VILLAGE DOS ALPES, RUA A-20, QUADRA 13, LOTE 01/31, N° 113, APARTAMENTO 602, EDIFÍCIO 1, SETOR VILLAGE DOS ALPES, NA CIDADE DE GOIÂNIA/GO. UM APARTAMENTO Nº 602, DO EDIFÍCIO 1 NO CONDOMÍNIO VILLAGE DOS ALPES, COM A SEGUINTE DIVISÃO INTERNA: VARANDA NA SALA, SALA ESTAR/JANTAR, HALL CIRCULAÇÃO, COZINHA, ÁREA DE SERVIÇO, BANHEIRO SOCIAL",,Goiania,GO,"353.000,00",,23/06/2026,https://www.leiloesbrasil.com.br/imoveis#,imovel,,
Rodrigo Schmitz,JUCEG,https://www.hammer.lel.br,2ª VARA CÍVEL DA COMARCA DE PORTO BELO/SC,2ª VARA CÍVEL DA COMARCA DE PORTO BELO/SC 1º Leilão: 16/06/2026 às 14:00 2º Leilão: 16/06/2026 às 14:30 Local: Rede Mundial de Computadores no sítio www.hammer.lel.br EM ANDAMENTO JUDICIAL Online,,Goiania,GO,,,16/06/2026,https://www.hammer.lel.br/leilao/1827/lotes,imovel,https://371b20f301d0e919.cdn.gocache.net/leiloes/001827-69ceb6b7e90ad.jpg,
