id,lei,site,tit,cid,uf,lan,aval,data,url,tipo,img
b744d07a63d4,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Resale Outlet Imobiliário Previous Next ID: 34627 Lote 2 Apto - Jardim Sulacap, Rio de Janeiro/RJ Pr",,SP,95481.58,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/S2FQFDR6scEg5SGjNCACZE.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-rio-de-janeiro-080386-1.jpg
a3b8f3ea3399,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Resale Outlet Imobiliário Previous Next ID: 34628 Lote 1 Casa - São Lucas, Montes Claros/MG Praça Ún",,SP,147443.32,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/ebJZgmsxuW8QSvg2sCTTJj.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/casa-montes-claros-677676-1.jpg
3911ce8a8737,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Resale Outlet Imobiliário Previous Next ID: 34628 Lote 2 Lote (Gleba Deá Maria) A.T. 1.462,97 m² - U",,SP,541913.32,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/mWj4fybWKiJixD5sCph55P.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-misto-uberaba-677682-1.jpg
a5fd6164c332,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Resale Outlet Imobiliário Previous Next ID: 34628 Lote 3 Lote A.T. 300 m² - Vale do Sol, Pinheiral/R",,SP,136895.5,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/bm2qPQ7RSuhMkP8tdusxFr.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-pinheiral-677687-1.jpg
8d4547f2fcfe,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Resale Outlet Imobiliário Previous Next ID: 34628 Lote 4 Casa A.T. 262,5 m² - Centro, Balneário Camb",,SP,1352435.43,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/489Q8CeptEeAH5AXVtTJGM.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/casa-balneario-camboriu-677691-1.jpg
81ac0b5543bc,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Resale Outlet Imobiliário Previous Next ID: 34628 Lote 5 Sala A.T. 80,71 m² - Vila Mathias, Santos/S",,SP,128813.41,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/GgddH7jRY5AykL5dGndSbk.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/sala-ou-conjunto-comercial-santos-677696-1.jpg
efc0215ff7f9,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,Resale Outlet Imobiliário Previous Next ID: 34629 Lote 1 Lote A.T. 800 m² - Carmópolis de Minas/MG P,,SP,76938.5,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/kwCDw5Fgjda5reACrbppaE.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-carmopolis-de-minas-860576-1.jpg
2930d99d4709,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,Resale Outlet Imobiliário Previous Next ID: 34629 Lote 2 Lote A.T. 1.000 m² - Carmópolis de Minas/MG,,SP,95590.24,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/DeApAiBNYnRWS7KDxtKRXb.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-carmopolis-de-minas-860584-1.jpg
48696f4b48c1,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Resale Outlet Imobiliário Previous Next ID: 34629 Lote 4 Lote A.T. 3.745, 42 m² m² - Carmópolis de M",,SP,394018.31,,2026-06-09,https://cartoriocomprova.bomvalor.com.br/registro/FgHAchepNsrevyzzKmHCAs.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-carmopolis-de-minas-860601-1.jpg
495047c6c477,MARILAINE BORGES DE PAULA,https://confiancaleiloes.leilao.br,Imóvel 360m² Belo Horizonte MG,RIBEIRÃO PRETO,SP,,,2026-06-09,https://confiancaleiloes.leilao.br,IMOVEL,"https://www.e-leiloes.com.br/cdn-cgi/image/format=auto,width=400,quality=80,fit=cover/https://static.e-leiloes.com.br/eleiloescombr/leiloes/2217/sl-leilao-2217-6a152d52ed725-6a152d5302af7.png"
16e981d5bf26,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Compra por Proposta Previous Next ID: 34293 Lote 1 Prédio Comercial A.T. 3.120 m2 - Centro, Capitão ",,SP,600000.0,,2026-06-10,https://cartoriocomprova.bomvalor.com.br/registro/MHCYqKvKEeXpdwFVHxNf6p.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/comprei/fotos/imoveis/327x244/predio_comercial_capitao_eneas_centro-423423-1.jpg
e17daf35fa48,LEONARDO TESSLER ROCHA,https://webleiloes.com.br,"Apartamento 79,69m² - Parque Iracema, Catanduva/SP",,SP,91962.72,,2026-06-10,https://webleiloes.com.br/oferta/leilao/imoveis/apartamentos/144/id-1681/apartamento-79-69m-parque-iracema-catanduva-sp,IMOVEL,https://static.suporteleiloes.com.br/webleiloescombr/bens/15955/arquivos/6937381bb13d3-6937381bc5cb3.jpg
a7b38e7dbdbe,LEONARDO TESSLER ROCHA,https://webleiloes.com.br,"Apartamento 47,70m² - Dois Córregos, Piracicaba/SP",,SP,179201.56,,2026-06-10,https://webleiloes.com.br/oferta/leilao/imoveis/apartamentos/228/id-1890/apartamento-47-70m-dois-corregos-piracicaba-sp,IMOVEL,https://static.suporteleiloes.com.br/webleiloescombr/bens/16167/arquivos/69e85bcb30944-69e85bcb366a1.jpg
248fb54e32ef,LUIS ALBERTO MARTINS DE ARAUJO,https://spleiloes.com.br,"Apartamento 79,69m² - Parque Iracema, Catanduva/SP",,SP,91962.72,,2026-06-10,https://spleiloes.com.br/oferta/leilao/imoveis/apartamentos/144/id-1681/apartamento-79-69m-parque-iracema-catanduva-sp,IMOVEL,https://static.suporteleiloes.com.br/webleiloescombr/bens/15955/arquivos/6937381bb13d3-6937381bc5cb3.jpg
14afcaab50a1,LUIS ALBERTO MARTINS DE ARAUJO,https://spleiloes.com.br,"Apartamento 47,70m² - Dois Córregos, Piracicaba/SP",,SP,179201.56,,2026-06-10,https://spleiloes.com.br/oferta/leilao/imoveis/apartamentos/228/id-1890/apartamento-47-70m-dois-corregos-piracicaba-sp,IMOVEL,https://static.suporteleiloes.com.br/webleiloescombr/bens/16167/arquivos/69e85bcb30944-69e85bcb366a1.jpg
7b4d43504fed,ANDERSON LOPES DE PAULA,https://e-leiloeiro.leilao.br,Apartamento 112m² São Paulo SP,São Paulo,SP,,,2026-06-11,https://e-leiloeiro.leilao.br,IMOVEL,"https://www.e-leiloes.com.br/cdn-cgi/image/format=auto,width=400,quality=80,fit=cover/https://static.e-leiloes.com.br/eleiloescombr/leiloes/2205/6a0d2fcfa4345-6a0d2fd03e418.jpg"
f20328d18156,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Tribunal de Justiça Previous Next ID: 34509 Lote 1 Imóvel A.C. 385,27m², em Ipeúna/SP 2ª Praça Encer",,SP,190000.0,,2026-06-11,https://cartoriocomprova.bomvalor.com.br/registro/6agpcApUdRqG9YEWK437qP.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/casa_ipeuna_nucleo_urbano_lageado_portal_dos_nobres-117180-1.jpg
f1db424e06d9,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Tribunal de Justiça Previous Next ID: 34668 Lote 1 Imóvel A.T> 521,11m², Cidade Jardim, Piracicaba/S",,SP,2450000.0,,2026-06-11,https://cartoriocomprova.bomvalor.com.br/registro/bikahzH8mxoYL83kSV8S6z.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/casa_piracicaba_jardim_europa-273436-1.jpg
993476b5a5a7,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Tribunal de Justiça Previous Next ID: 34668 Lote 2 Apartamento A.T. 172,18m², Centro, Guarujá/SP 1ª ",,SP,780000.0,,2026-06-11,https://cartoriocomprova.bomvalor.com.br/registro/YtiHCRa72Y2bLW8By2AjgA.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/apartamento_guaruja_centro-277955-1.jpg
9d5e014de2ce,MARILAINE BORGES DE PAULA,https://confiancaleiloes.leilao.br,Apartamento 112m² São Paulo SP,RIBEIRÃO PRETO,SP,,,2026-06-11,https://confiancaleiloes.leilao.br,IMOVEL,"https://www.e-leiloes.com.br/cdn-cgi/image/format=auto,width=400,quality=80,fit=cover/https://static.e-leiloes.com.br/eleiloescombr/leiloes/2205/6a0d2fcfa4345-6a0d2fd03e418.jpg"
f30ef2f975ca,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Terreno em Rondonópolis/MT,,SP,371849.04,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/2628/terreno-em-rondonopolis-mt/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/2628/675ae7487f5c2-675ae74886687.jpg
9bfeb4f16494,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Apartamento em São Bernardo do Campo,,SP,240000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4459/apartamento-em-sao-bernardo-do-campo/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4459/6a1dc5727057b-6a1dc5727a071.jpg
2ae7d1138062,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,"Apartamento em Santana com 83,41 m²",,SP,875685.48,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/2369/apartamento-em-santana-com-83-41-m/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasil/leiloes/lotes/imagens/05db1f4a249a2e.JPG
ebbf73779569,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Terreno em Cidade Galvão/SC,,SP,113294.33,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4287/terreno-em-cidade-galvao-sc/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4287/69667ba6d5226-69667ba6d9da3.jpg
2b8fc86602d4,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Fazenda Piccoli em Antonina/PR,,SP,4300000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4177/fazenda-piccoli-em-antonina-pr/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4177/691b32877d882-691b32878c8d2.jpg
5d45d65ac4ff,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Loja em São Bernardo do Campo,,SP,1450000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/1903/loja-em-sao-bernardo-do-campo/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasil/leiloes/lotes/imagens/0656ff87a48a2d.jpg
2a1c19cdb453,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Terreno na istância climática Atalaia em Jaguaribe,,SP,300000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3783/terreno-na-istancia-climatica-atalaia-em-jaguaribe/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/3783/675e3b0fe5af1-675e3b1004b34.jpg
752868c4a417,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Honda City DX 2011,,SP,39587.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3792/honda-city-dx-2011/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/3792/69a08911aa331-69a08911addc8.jpg
feef0bb95e7d,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,"Apartamento com 80,50 m² no Tucuruvi",,SP,657000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/1101/apartamento-com-80-50-m-no-tucuruvi/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasil/leiloes/lotes/imagens/0643ea310ae99b.jpg
436df74f85cd,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Casa no Jabaquara,,SP,270000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4283/casa-no-jabaquara/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4283/69663fb273240-69663fb27b30a.jpg
51cc0c32c326,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Apartamento no Residencial Araguaia em Santo Amaro,,SP,311813.24,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3957/apartamento-no-residencial-araguaia-em-santo-amaro/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/3957/684818458d7eb-684818459458a.jpg
fb38f3e8f38b,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Imóvel comercial no bairro Campinas em Goiânia/GO,,SP,14017493.7,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4307/imovel-comercial-no-bairro-campinas-em-goiania-go/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4307/697cc97eca2a5-697cc97ed09f0.jpg
5655abddd2d6,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,"Casa em Cândido Mota com184,51 m²",,SP,250398.91,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/1137/casa-em-candido-mota-com184-51-m/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/1137/679a67a100d64-679a67a10f47f.jpg
e6795b063338,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Vacas e bezerros da raça girolanda,,SP,29400.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3759/vacas-e-bezerros-da-raca-girolanda/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasil/leiloes/lotes/imagens/266e0361a6903b.jpg
da582e1400f0,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,"Apartamento na Avenida Cupecê com 40,630 m²",,SP,270000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3690/apartamento-na-avenida-cupece-com-40-630-m/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/3690/676163ff38594-676163ff3dd25.jpg
5ae365e2d7d2,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Terreno no loteamento Jardim Amélia Terezinha em Içara/SC,,SP,190000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4103/terreno-no-loteamento-jardim-amelia-terezinha-em-icara-sc/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4103/68cbf09f2791d-68cbf09f2d1aa.jpg
1c56aed97f56,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Apartamento na Estrada M ́Boi Mirim em Santo Amaro,,SP,255096.4,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4286/apartamento-na-estrada-m-boi-mirim-em-santo-amaro/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4286/69665bf224954-69665bf230522.jpg
2e5e5725b34a,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Vestidos longos de festa,,SP,32000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/4107/vestidos-longos-de-festa/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/4107/68cc3eb0a878a-68cc3eb0ae329.jpg
21d27c8965ea,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Cadeira Odontológica marca Dabi Atlanti,,SP,25000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/2172/cadeira-odontologica-marca-dabi-atlanti/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/2172/68de82577b705-68de8257b47be.jpg
92f1742c8183,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Vaga de garagem na Av. Paulista,,SP,233374.22,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/1984/vaga-de-garagem-na-av-paulista/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasil/leiloes/lotes/imagens/066cdc05354a12.jpg
5a8d9e27b5ae,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,GM Meriva 07/07 em Bilac,,SP,22000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3086/gm-meriva-07-07-em-bilac/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/3086/67ee8e718bcca-67ee8e7193135.jpg
8b2f139196c4,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Volkswagen Voyage 1.6 Comfort Line 2011/2012,,SP,30000.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3385/volkswagen-voyage-1-6-comfort-line-2011-2012/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasil/leiloes/lotes/imagens/06661a2068627a.png
8c4549c2f4cb,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Voyage CL 1994 e Honda XL 125 S 1985,,SP,6500.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3984/voyage-cl-1994-e-honda-xl-125-s-1985/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/3984/686fb3a0b3e3e-686fb3a0b8749.jpg
0f74d0b9d933,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br,Apartamento em Ipanema no Rio de Janeiro,,SP,412500.0,,2026-06-12,https://www.leilaobrasil.com.br/eventos/leilao/3854/apartamento-em-ipanema-no-rio-de-janeiro/lote,IMOVEL,https://static.suporteleiloes.com.br/leilaobrasilcombr/leiloes/3854/67c19fe1412a3-67c19fe1563d0.jpg
e91789a494db,FELIPE NUNES GOMES TEIXEIRA BIGNARDI,https://leiloei.com,"Compra por Proposta Previous Next ID: 34635 Lote 1 Prédio A.C. 3.106,42 m² - Jd. Santa Lucia, Araraq",,SP,2984175.0,,2026-06-12,https://cartoriocomprova.bomvalor.com.br/registro/Ue8xKEMACfiVa9znyK9S5Z.r,IMOVEL,https://d3r4ngrkezrhn6.cloudfront.net/public/imoveis-in-out/fotos/imoveis/327x244/galpao_industrial_araraquara_centro-532676-1.jpg
152f79957dad,LEONARDO TESSLER ROCHA,https://webleiloes.com.br,"Galpão 335,00m² - Bonfinópolis/GO",,SP,1155035.38,,2026-06-12,https://webleiloes.com.br/oferta/leilao/imoveis/ponto-comercial/299/id-1948/galpao-335-00m-bonfinopolis-go,IMOVEL,https://static.suporteleiloes.com.br/webleiloescombr/bens/16225/arquivos/6a14750c80cf3-6a14750c85501.jpg
3fd5c5d87e8f,LEONARDO TESSLER ROCHA,https://webleiloes.com.br,"Apartamento 47,42m² - Vila Cidade Jardim, Botucatu/SP",,SP,62676.07,,2026-06-12,https://webleiloes.com.br/oferta/leilao/imoveis/apartamentos/300/id-1949/apartamento-47-42m-vila-cidade-jardim-botucatu-sp,IMOVEL,https://static.suporteleiloes.com.br/webleiloescombr/bens/16226/arquivos/6a148110af062-6a148110b3226.jpg
e54445f5856f,LEONARDO TESSLER ROCHA,https://webleiloes.com.br,"Apartamento 43,00m² - Res. Anauá, Hortolândia/SP",,SP,186268.29,,2026-06-12,https://webleiloes.com.br/oferta/leilao/imoveis/apartamentos/301/id-1950/apartamento-43-00m-res-anaua-hortolandia-sp,IMOVEL,https://static.suporteleiloes.com.br/webleiloescombr/bens/16227/arquivos/6a14a98aa2a9a-6a14a98aa76dd.jpg
