leiloeiro,junta,site,titulo,descricao,endereco,cidade,uf,lance_inicial,avaliacao,data_leilao,url,tipo,imagem,anexos
Cesar Augusto Bagatini,TRT3/JUCEMG,https://www.leiloesfederal.com.br,TJDFT - 0703957-49 - Vara Exec. de Brasília/DF FAZENDAS 53% DE DESCONTO BRASILIA - DF Faze,"TJDFT - 0703957-49 - Vara Exec. de Brasília/DF FAZENDAS 53% DE DESCONTO BRASILIA - DF Fazenda São Gonçalo - Arinos/MG - 145,24 hectares Leilão: 312 Data 30/06/2026 às 12:00:00 Avaliação R$ 954.437,26 ONLINE ABERTO",,Brasilia,DF,"954.437,26",,30/06/2026,https://www.leiloesfederal.com.br#carousel-369,imovel,https://www.leiloesfederal.com.br//arquivos/bem_foto/0967158001778797146.png,https://www.leiloesfederal.com.br/lote/369/leilao-tjdft-0703957-49-vara-exec-de-brasilia-df
Cesar Augusto Bagatini,TRT3/JUCEMG,https://www.leiloesfederal.com.br,"BRASILIA - DF Fazenda São Gonçalo - Arinos/MG - 145,24 hectares Leilão: 312 Data 30/06/202","BRASILIA - DF Fazenda São Gonçalo - Arinos/MG - 145,24 hectares Leilão: 312 Data 30/06/2026 às 12:00:00 Avaliação R$ 954.437,26 ONLINE",,Brasilia,DF,"954.437,26",,30/06/2026,https://www.leiloesfederal.com.br,imovel,,
Cesar Augusto Bagatini,TRT3/JUCEMG,https://www.leiloesfederal.com.br,"Venda Direta FAZENDAS 8% DE DESCONTO UNAI - MG Fazenda de 554 hectares em Unaí/MG
Proposta","Venda Direta FAZENDAS 8% DE DESCONTO UNAI - MG Fazenda de 554 hectares em Unaí/MG
Propostas: [email protected] Leilão: 310 Data 30/06/2026 às 18:00:00 Avaliação R$ 36.000.000,00 ONLINE ABERTO",,Brasilia,DF,"36.000.000,00",,30/06/2026,https://www.leiloesfederal.com.br#carousel-367,imovel,https://www.leiloesfederal.com.br//arquivos/bem_foto/0629599001777940003.png,https://www.leiloesfederal.com.br/lote/367/leilao-venda-direta
Cesar Augusto Bagatini,TRT3/JUCEMG,https://www.leiloesfederal.com.br,TJGO - 5043541-65 - 1ª Vara Cível de Itaberaí/GO 40% DE DESCONTO BRASILIA - DF Terreno de,"TJGO - 5043541-65 - 1ª Vara Cível de Itaberaí/GO 40% DE DESCONTO BRASILIA - DF Terreno de esquina - Um lote urbano de nº 14, da Quadra nº 07, situado na Rua JP-04, esquina com Avenida Aristide José da Silva, do Loteamento Residencial Jardim Paraíso, na cidade de Itaberaí/GO, com área total de 252,73 m². Leilão: 314 Data 08/07/2026 às 14:00:00 Avaliação R$ 63.000,00 Data 09/07/2026 às 14:00:00 Lance Inicial R$ 37.800,00 ONLINE ABERTO",,Brasilia,DF,"63.000,00",,08/07/2026,https://www.leiloesfederal.com.br/lote/371/leilao-tjgo-5043541-65-1a-vara-civel-de-itaberai-go,imovel,https://www.leiloesfederal.com.br//arquivos/bem_foto/0139810001779457387.png,https://www.leiloesfederal.com.br/lote/371/leilao-tjgo-5043541-65-1a-vara-civel-de-itaberai-go
Cesar Augusto Bagatini,TRT3/JUCEMG,https://www.leiloesfederal.com.br,TJDFT - 0706568-98 - 2ª Vara Cível de Sobradinho/DF 30% DE DESCONTO BRASILIA - DF Casa na,"TJDFT - 0706568-98 - 2ª Vara Cível de Sobradinho/DF 30% DE DESCONTO BRASILIA - DF Casa na Quadra B, Conjunto Centauros, Condomínio RK, Região dos Lagos, Sobradinho/DF Leilão: 317 Data 13/07/2026 às 12:30:00 Avaliação R$ 750.000,00 Data 16/07/2026 às 12:30:00 Lance Inicial R$ 525.000,00 ONLINE ABERTO",,Brasilia,DF,"750.000,00",,13/07/2026,https://www.leiloesfederal.com.br/lote/374/leilao-tjdft-0706568-98-2a-vara-civel-de-sobradinho-df,imovel,https://www.leiloesfederal.com.br//arquivos/bem_foto/0149100001779476885.png,https://www.leiloesfederal.com.br/lote/374/leilao-tjdft-0706568-98-2a-vara-civel-de-sobradinho-df
Cintia Regina Martins Roma,TRT3/JUCEMG,http://corleiloes.com.br,74Lotes,Leilão Corporativo ID: 34770 Bomvalor Corporativo Veículos e equipamentos Evento Único Encerramento 19/06/2026 15:00 ABERTO PARA LANCES 74 Lotes,,Sao Jose do Rio Preto,SP,,,19/06/2026,http://corleiloes.com.br/veiculos-e-equipamentos-34940,imovel,,
Cintia Regina Martins Roma,TRT3/JUCEMG,http://corleiloes.com.br,3Lotes,"Leilão CBA ID: 35276 CBA Leilão de Máquinas e Veículos Pesados Evento Único Encerramento 11/06/2026 14:00 Trator terminal, carregadeira de rodas e caminhão poliguindaste ABERTO PARA LANCES 3 Lotes",,Sao Jose do Rio Preto,SP,,,11/06/2026,http://corleiloes.com.br/leilao-de-maquinas-e-veiculos-pesados-35441,imovel,https://d3r4ngrkezrhn6.cloudfront.net/public/cba/tipo-leilao-3258/logo.png,
Cintia Regina Martins Roma,TRT3/JUCEMG,http://corleiloes.com.br,7Lotes,Leilão de Imóveis EMGEA ID: 34705 Resale O Imóveis EMGEA no RJ e SP Evento Único Encerramento 15/06/2026 11:00 ABERTO PARA LANCES 7 Lotes,,Sao Jose do Rio Preto,SP,,,15/06/2026,http://corleiloes.com.br/imoveis-emgea-no-rj-e-sp-34870,imovel,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/tipo-leilao-2368/logo.png,
Cintia Regina Martins Roma,TRT3/JUCEMG,http://corleiloes.com.br,11Lotes,"Leilão Maquinários Vale SA ID: 30631 Rede de Ativos Vale Máquinas Pesadas, Caminhões, Empilhadeiras - Vale Evento Único Encerramento 12/06/2026 11:00 ABERTO PARA LANCES 11 Lotes",,Sao Jose do Rio Preto,SP,,,12/06/2026,http://corleiloes.com.br/maquinas-pesadas-caminhoes-empilhadeiras-vale-30796,imovel,https://d3r4ngrkezrhn6.cloudfront.net/public/vale/tipo-leilao-2928/logo.png,
Cintia Regina Martins Roma,TRT3/JUCEMG,http://corleiloes.com.br,Venda de Imóvel por Iniciativa Particular ID: 35351 imóveis.io CASA - ÁREA 1.152 M² - GUAR,Venda de Imóvel por Iniciativa Particular ID: 35351 imóveis.io CASA - ÁREA 1.152 M² - GUARUJÁ 1º Evento Encerramento 02/07/2026 14:00 2º Evento Encerramento 30/07/2026 14:00 ABERTO PARA LANCES,,Sao Jose do Rio Preto,SP,,,02/07/2026,http://corleiloes.com.br/imoveis/casa/casa-area-1-152-m-guaruja-122196,imovel,https://d3r4ngrkezrhn6.cloudfront.net/public/imoveis-in-out/tipo-leilao-2235/logo.png,
Cristiane Borguetti Moraes Lopes,TRT3/JUCEMG,https://www.lanceja.com.br,"396 visitas Visualizar 3ª VARA CÍVEL DO FORO E DA COMARCA DE CAMPINAS CASA EM UBATUBA/SP,","396 visitas Visualizar 3ª VARA CÍVEL DO FORO E DA COMARCA DE CAMPINAS CASA EM UBATUBA/SP, BAIRRO DA LAGOINHA,  COND. RECANTO DA LAGOINHA (SARELA) 600 m² TOTAL Judicial - Online 1º Leilão: 22/06 até 25/06/2026 - 14:00 Lance Inicial: R$ 1.425.064,68 2º Leilão: 25/06 até 14/07/2026 - 14:00 Lance Inicial: R$ 855.038,81 Andamento EDITAL EDITAL DE LEILÃO",,Santo Andre,SP,"1.425.064,68",,25/06/2026,https://www.lanceja.com.br/leiloes/2504-3-vara-civel-do-foro-e-da-comarca-de-campinas,imovel,https://www.lanceja.com.br/arquivos/leiloes/logos/6a10995876a7d.jpg,https://www.lanceja.com.br/arquivos/leiloes/editais/6a1098a298ca5.pdf
Cristiane Borguetti Moraes Lopes,TRT3/JUCEMG,https://www.lanceja.com.br,526 visitas Visualizar FALÊNCIA DE HARPEX ARTEFATOS DE MADEIRA LTDA LOTE ÚNICO:  BENS MÓVE,"526 visitas Visualizar FALÊNCIA DE HARPEX ARTEFATOS DE MADEIRA LTDA LOTE ÚNICO:  BENS MÓVEIS DIVERSOS,  MOBILIÁRIOS E EQUIPAMENTOS Judicial - Online 1ª Chamada: 22/06 até 07/07/2026 - 14:30 Lance Inicial: R$ 4.497.573,11 2ª Chamada: 07/07 até 21/07/2026 - 14:30 Lance Inicial: R$ 2.248.786,56 3ª Chamada: 04/08/2026 - 14:30 Lance Inicial: Melhor Oferta Andamento EDITAL EDITAL DE LEILÃO",,Santo Andre,SP,"4.497.573,11",,07/07/2026,https://www.lanceja.com.br/leiloes/2503-falencia-de-harpex-artefatos-de-madeira-ltda,imovel,https://www.lanceja.com.br/arquivos/leiloes/logos/6a109615e5864.jpg,https://www.lanceja.com.br/arquivos/leiloes/editais/6a10944494105.pdf
Cristiane Borguetti Moraes Lopes,TRT3/JUCEMG,https://www.lanceja.com.br,"456 visitas Visualizar SERVIÇO ANEXO DAS FAZENDAS - COMARCA DE BOTUCATU CASAS, TERRENOS, A","456 visitas Visualizar SERVIÇO ANEXO DAS FAZENDAS - COMARCA DE BOTUCATU CASAS, TERRENOS, APARTAMENTOS E VAGAS DE GARAGEM EM BOTUCATU/SP Judicial - Online 1º Leilão: 13/07 até 16/07/2026 - 14:00 Lance Inicial: Confira nos lotes 2º Leilão: 16/07 até 04/08/2026 - 14:00 Lance Inicial: Confira nos lotes Andamento EDITAL EDITAL DE LEILÃO",,Santo Andre,SP,,,16/07/2026,https://www.lanceja.com.br/leiloes/2505-servico-anexo-das-fazendas-comarca-de-botucatu,imovel,https://www.lanceja.com.br/img/600x400.gif,https://www.lanceja.com.br/leiloes/2505-servico-anexo-das-fazendas-comarca-de-botucatu;https://www.lanceja.com.br/leiloes/2505-servico-anexo-das-fazendas-comarca-de-botucatu;https://www.lanceja.com.br/leiloes/2505-servico-anexo-das-fazendas-comarca-de-botucatu;https://www.lanceja.com.br/arquivos/leiloes/editais/6a10a254a144d.pdf
Cristiane Borguetti Moraes Lopes,TRT3/JUCEMG,https://www.lanceja.com.br,1º Leilão: 13/07 até 16/07/2026 - 14:00 Lance Inicial: Confira nos lotes 2º Leilão: 16/07,1º Leilão: 13/07 até 16/07/2026 - 14:00 Lance Inicial: Confira nos lotes 2º Leilão: 16/07 até 04/08/2026 - 14:00 Lance Inicial: Confira nos lotes,,Santo Andre,SP,,,16/07/2026,https://www.lanceja.com.br,imovel,,
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Conservados,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Conservados Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,10/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7556/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007556-69f5f7ec5364b.jpg,https://www.danielgarcialeiloes.com.br/leilao/7556/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Sucatas,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Sucatas Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,10/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7557/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007557-69f5f956e2738.jpg,https://www.danielgarcialeiloes.com.br/leilao/7557/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da Prefeitura Municipal de Lagoa Santa/MG - Edital 01/2026,Leilão Online da Prefeitura Municipal de Lagoa Santa/MG - Edital 01/2026 Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 14:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,10/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7589/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007589-6a26d206ed593.jpg,https://www.danielgarcialeiloes.com.br/leilao/7589/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão da Prefeitura Municipal de Formiga/MG - Edital 01/2026,Leilão da Prefeitura Municipal de Formiga/MG - Edital 01/2026 Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 15:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,10/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7562/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007562-6a022b0092d62.jpg,https://www.danielgarcialeiloes.com.br/leilao/7562/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026 Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 10:00h Local: - Prudente Morais/MG Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,11/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7521/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007521-69f242cacc7ea.jpeg,https://www.danielgarcialeiloes.com.br/leilao/7521/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026 - Sucatas,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026 - Sucatas Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 10:00h Local: - Prudente Morais/MG Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,11/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7522/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007522-69f245cc7db0b.jpeg,https://www.danielgarcialeiloes.com.br/leilao/7522/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão da Prefeitura Municipal de Jesúpolis/GO - Edital 01/2026,Leilão da Prefeitura Municipal de Jesúpolis/GO - Edital 01/2026 Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 14:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,11/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7549/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007549-69f0ffa8dd0be.jpg,https://www.danielgarcialeiloes.com.br/leilao/7549/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão da Prefeitura Municipal de Jesúpolis/GO- Edital 01/2026 - Sucatas,Leilão da Prefeitura Municipal de Jesúpolis/GO- Edital 01/2026 - Sucatas Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 14:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,11/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7550/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007550-69f10215a6752.jpg,https://www.danielgarcialeiloes.com.br/leilao/7550/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da 1ª Vara Cível de Brusque/SC.,Leilão Online da 1ª Vara Cível de Brusque/SC. Leilão: 15/06/2026 (segunda-feira) Pregão do primeiro lote a partir das: 15:45h Em Andamento JUDICIAL Online (Ao Vivo),,Belo Horizonte,MG,,,15/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7510/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007510-69e21ad1eae51.jpg,
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da Polícia Rodoviária Federal do Distrito Federal - EDITAL Nº 4/2026/LEILÃO-DF - Leilão 03,Leilão Online da Polícia Rodoviária Federal do Distrito Federal - EDITAL Nº 4/2026/LEILÃO-DF - Leilão 03 Leilão: 16/06/2026 (terça-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,16/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7622/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007622-6a1d884c1a600.jpg,https://www.danielgarcialeiloes.com.br/leilao/7622/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão Online da Polícia Rodoviária Federal do Distrito Federal - EDITAL Nº 4/2026/LEILÃO-DF - Leilão 04 - Sucatas,Leilão Online da Polícia Rodoviária Federal do Distrito Federal - EDITAL Nº 4/2026/LEILÃO-DF - Leilão 04 - Sucatas Leilão: 16/06/2026 (terça-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,16/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7623/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007623-6a1d8c274ac25.jpg,https://www.danielgarcialeiloes.com.br/leilao/7623/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão da Prefeitura Municipal de Floraí/PR - Edital 01/2026,Leilão da Prefeitura Municipal de Floraí/PR - Edital 01/2026 Leilão: 18/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 10:00h Local: - Floraí - PR Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,18/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7594/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007594-6a0c903ae8e84.jpeg,https://www.danielgarcialeiloes.com.br/leilao/7594/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão da Prefeitura Municipal de Lagoa Formosa/MG - Edital 01/2026,Leilão da Prefeitura Municipal de Lagoa Formosa/MG - Edital 01/2026 Leilão: 19/06/2026 (sexta-feira) Pregão do primeiro lote a partir das: 09:30h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,19/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7598/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007598-6a0df21e8ac5a.jpg,https://www.danielgarcialeiloes.com.br/leilao/7598/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão da Prefeitura Municipal de Monsenhor Tabosa/CE - Edital 01/2026,Leilão da Prefeitura Municipal de Monsenhor Tabosa/CE - Edital 01/2026 Leilão: 24/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,24/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7605/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007605-6a14b30c1e7ac.jpg,https://www.danielgarcialeiloes.com.br/leilao/7605/lotes
Daniel Elias Garcia,TRT3/JUCEMG,https://www.danielgarcialeiloes.com.br,Leilão da Prefeitura Municipal de Monsenhor Tabosa/CE - Edital 01/2026 - Sucatas,Leilão da Prefeitura Municipal de Monsenhor Tabosa/CE - Edital 01/2026 - Sucatas Leilão: 24/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,Belo Horizonte,MG,,,24/06/2026,https://www.danielgarcialeiloes.com.br/leilao/7607/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007607-6a14b8bdad9b7.jpg,https://www.danielgarcialeiloes.com.br/leilao/7607/lotes
