leiloeiro,titulo,descricao,cidade,estado,tipo_imovel,area_total,valor_minimo,valor_avaliacao,desconto_percentual,data_primeiro_leilao,data_segundo_leilao,data_encerramento,url_original,imagem_principal,numero_processo,vara,comarca,comitente,criado_em,praca_tipo
Dênis de Oliveira Fernandes,"Lote A.T. 274,95 m² - Serra Verde, São Miguel do Anta/MG","Endereço Completo Rua José Pereira Lelles, 191, Lote 191, Bairro Serra Verde, São Miguel do Anta, MG, 36590-000 Características do Imóvel: Descrição: Lote, Bairro Serra Verde, Desocupado, 274.95 M² de área de terreno, 274.95 M² de área total. Matrícula nº 47624, Registro de Imóveis da Comarca de Viçosa/MG, Inscrição Prefeitura 033.1516.1516. O estudo neste termo de avaliação se trata de um terreno com área de 274,95m², situado na Rua José Pereira Lelles, Lote 191, Bairro Serra Verde, dentro das seguintes medidas, divisas e confrontações: 10,05m de linha de frente, confrontando-se com a Rua José Pereira Lelles; 12,00m de fundos, confrontando-se com o terreno de propriedade de José Gabriel de Lelles; 25,00m na lateral direita, confrontando-se com o Lote 187; 25,00m na lateral esquerda, confr",São Miguel do Anta,MG,LOTE RESIDENCIAL,274.95,46900.0,,,2026-06-01,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-274-95-m-serra-verde-sao-miguel-do-anta-mg-118276,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-sao-miguel-do-anta-serra-verde-860487-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 272,8 m² - Serra Verde, São Miguel do Anta/MG","Endereço Completo Rua José Pereira Lelles, s/n, Lote 187, Bairro Serra Verde, São Miguel do Anta, MG, 36590-000 Características do Imóvel: Descrição: Lote, Bairro Serra Verde, Desocupado, 272.80 M² de área de terreno, 272.80 M² de área total. Matrícula nº 47625, Registro de Imóveis da Comarca de Viçosa/MG, Inscrição Prefeitura 033.1517.1517. O estudo neste termo de avaliação se trata de um terreno com área de 272,80m², situado na Rua José Pereira Lelles, Lote 187, Bairro Serra Verde, dentro das seguintes medidas, divisas e confrontações: 10,00m de linha de frente, confrontando-se com a Rua José Pereira Lelles; 11,85m de fundos, confrontando-se com o terreno de propriedade de José Gabriel de Lelles; 25,00m na lateral direita, confrontando-se com o Lote 183; 25,00m na lateral esquerda, confr",São Miguel do Anta,MG,LOTE RESIDENCIAL,272.8,46900.0,,,2026-06-01,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-272-8-m-serra-verde-sao-miguel-do-anta-mg-118277,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-sao-miguel-do-anta-serra-verde-860491-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 157,2 m² - São Cristovão, Arcoverde/PE","Endereço Completo Rua Cícero Monteiro de Melo, 12, Lote 12, Quadra B, São Cristovão, Arcoverde, PE, 56503-146 Características do Imóvel: Descrição: Lote, São Cristovão, Desocupado, 157.20 M² de área de terreno, 157.20 M² de área total. Matrícula nº 27148, Registro de Imóveis da Comarca de Arcoverde/PE, Inscrição Prefeitura 102.230.01.0121.00. Um lote de terreno nº 12 da quadra B com área de 8m de frente e fundos por 19,75m na lateral direita e 19,75 na lateral esquerda, totalizando uma área de 157,20m², sem edificações, localizado no Loteamento Monteirão à rua Cícero Monteiro de Melo, bairro São Cristóvão, na cidade de Arcoverde, estado de Pernambuco. O imóvel avaliado não está localizado em uma região que apresente fatores naturais que produza sua desvalorização. Bem localizado como citad",Arcoverde,PE,LOTE RESIDENCIAL,157.2,35000.0,,,2026-06-01,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-157-2-m-sao-cristovao-arcoverde-pe-118280,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860505-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 152,2 m² - São Cristovão, Arcoverde/PE","Endereço Completo Rua Cícero Monteiro de Melo, 15, Lote 15, Quadra B, São Cristovão, Arcoverde, PE, 56503-146 Características do Imóvel: Descrição: Lote, São Cristovão, Desocupado, 152.20 M² de área de terreno, 152.20 M² de área total. Matrícula nº 27151, Registro de Imóveis da Comarca de Arcoverde/PE, Inscrição Prefeitura 102.230.03.0164.00. Um lote de terreno nº 15 da quadra B com área de 8m de frente e fundos por 18,95m na lateral direita e 19,10 na lateral esquerda, totalizando uma área de 152,20m², sem edificações, localizado no Loteamento Monteirão à rua Cícero Monteiro de Melo, bairro São Cristóvão, na cidade de Arcoverde, estado de Pernambuco. O imóvel avaliado não está localizado em uma região que apresente fatores naturais que produza sua desvalorização. Bem localizado como citad",Arcoverde,PE,LOTE RESIDENCIAL,152.2,35000.0,,,2026-06-01,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-152-2-m-sao-cristovao-arcoverde-pe-118282,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860513-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 160 m² - São Cristovão, Arcoverde/PE","Endereço Completo Rua Cícero Monteiro de Melo, 16, Lote 16, Quadra B, São Cristovão, Arcoverde, PE, 56503-146 Características do Imóvel: Descrição: Lote, São Cristovão, Desocupado, 160.00 M² de área de terreno, 160.00 M² de área total. Matrícula nº 27152, Registro de Imóveis da Comarca de Arcoverde/PE, Inscrição Prefeitura 102.230.03.0192.00. Um lote de terreno nº 16 da quadra B com área de 8m de frente e fundos por 19,75m na lateral direita e 19,95 na lateral esquerda, totalizando uma área de 158,80m², sem edificações, localizado no Loteamento Monteirão à rua Cícero Monteiro de Melo, bairro São Cristovão, na cidade de Arcoverde, estado de Pernambuco. O imóvel avaliado não está localizado em uma região que apresente fatores naturais que produza sua desvalorização. Bem localizado como citad",Arcoverde,PE,LOTE RESIDENCIAL,160.0,35000.0,,,2026-06-01,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-160-m-sao-cristovao-arcoverde-pe-118283,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860518-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 160 m² - São Cristovão, Arcoverde/PE","Endereço Completo Rua Cícero Monteiro de Melo, 17, Lote 17, Quadra B, São Cristovão, Arcoverde, PE, 56503-146 Características do Imóvel: Descrição: Lote, São Cristovão, Desocupado, 160.00 M² de área de terreno, 160.00 M² de área total. Matrícula nº 27153, Registro de Imóveis da Comarca de Arcoverde/PE, Inscrição Prefeitura 102.230.03.0200.00. Um lote de terreno nº 17 da quadra B com área de 8m de frente e fundos por 19,75m na lateral direita e 19,95 na lateral esquerda, totalizando uma área de 158,80m², sem edificações, localizado no Loteamento Monteirão à rua Cícero Monteiro de Melo, bairro São Cristóvão, na cidade de Arcoverde, estado de Pernambuco. O imóvel avaliado não está localizado em uma região que apresente fatores naturais que produza sua desvalorização. Bem localizado como citad",Arcoverde,PE,LOTE RESIDENCIAL,160.0,35000.0,,,2026-06-01,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-160-m-sao-cristovao-arcoverde-pe-118284,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860523-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Apto - Jardim Sulacap, Rio de Janeiro/RJ","Endereço Completo Rua Guilherme Fernandes, 209, Apartamento 202, Bloco 02, Jardim Sulacap, Rio de Janeiro, RJ, 21741-240 Características do Imóvel: Descrição: Apartamento, Jardim Sulacap, Ocupado. Matrícula nº 115516, 8º Serviço Registral de Imóveis do Município do Rio de Janeiro - RJ, Inscrição Prefeitura 1.924.775­8. Valor avaliado R$173.602,88. Condomínio Contém: - Playground - Salão de Festas - Quadra Poliesportiva. Tipo do Imóvel: Apartamento Status da Ocupação: Ocupado Aceita Visitação: nao Dossiê: 317070000042 Área Total: 0.00m2 Composição Interna/Vagas: Matrícula: 115516 Cartório de Registro: 8º Serviço Registral de Imóveis do Município do Rio de Janeiro - RJ Inscrição na Prefeitura: 1.924.775­8 Condições de Pagamento: à vista 100% do pagamento na emissão do CCV (Contrato de Compra",Rio de Janeiro,RJ,APARTAMENTO MISTO,,95481.58,,,2026-06-09,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-jardim-sulacap-rio-de-janeiro-rj-118379,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-rio-de-janeiro-080386-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Casa - São Lucas, Montes Claros/MG","Endereço Completo Rua C, 118, Lote 265A, São Lucas, Montes Claros, MG, 39405-004 Características do Imóvel: Descrição: Casa, São Lucas, Ocupado. Matrícula nº 92677, Ofício do 2º Registro de imóveis de Montes Claros, Inscrição Prefeitura 01.40.118.0180.001. Tipo do Imóvel: Casa Status da Ocupação: Ocupado Aceita Visitação: nao Dossiê: 92677 Área Total: 0.00m2 Composição Interna/Vagas: Matrícula: 92677 Cartório de Registro: Ofício do 2º Registro de imóveis de Montes Claros Inscrição na Prefeitura: 01.40.118.0180.001 Condições de Pagamento: à vista 100% do pagamento na emissão do CCV (Contrato de Compra e Venda), c/ 10% de desconto sobre o valor do lance vencedor, parcelamento direto 25% de entrada e saldo em até 12 parcelas com juros de 0,00% a.m. Considerações Importantes: Estas consideraçõ",Montes Claros,MG,CASA,,147443.32,,,2026-06-09,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/casa-sao-lucas-montes-claros-mg-118381,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/casa-montes-claros-677676-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Lote (Gleba Deá Maria) A.T. 1.462,97 m² - Uberaba/MG","Endereço Completo Rua 8, 300, Quadra H, Lote 07, Parte Lote 02 e 06, Gleba Deá Maria, Uberaba, MG, 38059-358 Características do Imóvel: Descrição: Lote, Gleba Deá Maria, Ocupado, 1462.97 M² de área total. Matrícula nº 85648, 1º oficio de registro de imóveis de Uberaba, Inscrição Prefeitura 2.23.03.01.0002-001. Tipo do Imóvel: Lote Status da Ocupação: Ocupado Aceita Visitação: nao Dossiê: 85648 Área Total: 1462.97m2 Composição Interna/Vagas: Matrícula: 85648 Cartório de Registro: 1º oficio de registro de imóveis de Uberaba Inscrição na Prefeitura: 2.23.03.01.0002-001 Condições de Pagamento: à vista 100% do pagamento na emissão do CCV (Contrato de Compra e Venda), c/ 10% de desconto sobre o valor do lance vencedor, parcelamento direto 25% de entrada e saldo em até 12 parcelas com juros de 0,",Uberaba,MG,LOTE MISTO,1462.97,541913.32,,,2026-06-09,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-misto/lote-gleba-dea-maria-a-t-1-462-97-m-uberaba-mg-118382,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-misto-uberaba-677682-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 300 m² - Vale do Sol, Pinheiral/RJ","Endereço Completo Rua O, Lote 330, Quadra K, Vale do Sol, Pinheiral, RJ, 27197-000 Características do Imóvel: Descrição: Lote, Vale do Sol, Desocupado, 300.00 M² de área de terreno. Matrícula nº 1139, Oficio único do Municipio de Pinheral - RJ, Inscrição Prefeitura 01.05.011.0507.001. Tipo do Imóvel: Lote Status da Ocupação: Desocupado Aceita Visitação: nao Dossiê: 1139 Área Total: 0.00m2 Composição Interna/Vagas: Matrícula: 1139 Cartório de Registro: Oficio único do Municipio de Pinheral - RJ Inscrição na Prefeitura: 01.05.011.0507.001 Condições de Pagamento: à vista 100% do pagamento na emissão do CCV (Contrato de Compra e Venda), c/ 10% de desconto sobre o valor do lance vencedor, parcelamento direto 25% de entrada e saldo em até 12 parcelas com juros de 0,00% a.m. Considerações Importa",Pinheiral,RJ,LOTE RESIDENCIAL,300.0,136895.5,,,2026-06-09,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-300-m-vale-do-sol-pinheiral-rj-118383,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-pinheiral-677687-1.jpg,,,,Resale,2026-06-01T20:26:02,Praça Única
