leiloeiro,junta,site,titulo,cidade,uf,preco,data_leilao,imagem,anexos,url
Leilões Aguiar e Oliani,JUCEAC/AC,http://www.leiloesaguiar.com.br/,"Envie sua proposta até: 31/07/2026 às 10:30 APARTAMENTO REFORMADO E MOBILIADO, CONDOMÍNIO MIAMI BEACH - BALNEÁRIO CAMBORIÚ – SC. LANCE INICIAL R$ 650.000,00.",Rio Branco,AC,"650.000,00",31/07/2026,,,https://www.leiloesaguiar.com.br/leilao/1755/lotes
Leilões Aguiar e Oliani,JUCEAC/AC,http://www.leiloesaguiar.com.br/,TERRENO NO LOTEAMENTO RESIDENCIAL ORLEANS EM JARU,Jaru,RO,"196.000,00",17/06/2026,https://www.leiloesaguiar.com.br/site/images/logo-header.png?modified=1781020591,https://85905567621fd890.cdn.gocache.net/leiloes/0000002638/arquivos/edital-de-leilao-6a03475e63f10.pdf; https://85905567621fd890.cdn.gocache.net/bens/0000005820/edital-de-leilao-69f0e55eba3b1.pdf,https://www.leiloesaguiar.com.br/item/5848/detalhes?page=1
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Chácara c/ 8,11 hectares - Poços de Caldas/MG",Caldas,MG,"30.000,00",17/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1774638725.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1735926748.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1735926738.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/95108/lote/201909
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Direitos - Unidade Residencial c/43,73m²- Poços de Caldas/MG",Caldas,MG,"1.000,00",17/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1774639380.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1774639468.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1774639409.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/95108/lote/201913
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,Casa - Terreno c/ 160m² - Poços de Caldas/MG,Caldas,MG,"2.000,00",17/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775661130.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775661161.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775661148.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/95108/lote/201911
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Casa - Terreno c/ aprox. 169,80m² - Poços de Caldas/MG",Caldas,MG,"2.000,00",17/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1776260449.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1776260649.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1776260463.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/95108/lote/201910
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,Terreno c/ 720m² - Campo Belo/MG,Campo Belo,MG,"2.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1777567710.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1777567676.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1777567691.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/38228/lote/135192
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Apartamento 102 - 108,85m² - Campo Belo/MG",Campo Belo,MG,"2.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1777573256.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753192656.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753192632.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/38228/lote/135209
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Sala Comercial n°03 c/ 51,90m² - Campo Belo/MG",Campo Belo,MG,"1.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1777573326.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753193242.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753193219.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/38228/lote/135208
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Sala Comercial n°01 c/ 31,14m² - Campo Belo/MG",Campo Belo,MG,"1.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1777573362.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753193594.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753193583.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/38228/lote/135207
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Sala Comercial nº02 c/ 30,64m² - Campo Belo/MG",Campo Belo,MG,"1.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1777573395.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753193892.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1753193884.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/38228/lote/135206
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Casa c/ 166,60m² - Terreno c/ 330,00 m² - Campo Belo/MG",Campo Belo,MG,"2.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/3866281779128359.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/3869001779191284.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/3869011779191319.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/38228/lote/200066
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Barracão c/ 420,10m² - Terreno c/ 1.599m² - Três Corações/MG",Três Corações,MG,"10.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775750855.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775750873.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775750864.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/94994/lote/201692
Thais Teixeira Leilões,JUCEAC/AC,http://www.thaisteixeiraleiloes.com.br/,"Terreno c/ aprox. 208,58m² - Poços de Caldas/MG",Caldas,MG,"2.000,00",22/06/2026,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/thaisteixeiraleiloes/layout/logo-header.png,https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/core/aviso_cookies.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775748865.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775748972.pdf; https://s3-sa-east-1.amazonaws.com/906de634c48fb7d34136160b4c353ae4/public/anexo/1775748965.pdf,https://www.thaisteixeiraleiloes.com.br/leilao/index/leilao_id/94994/lote/201690
