id,leiloeiro,junta,site,titulo,descricao,endereco,cidade,uf,lance_inicial,avaliacao,data_leilao,url,tipo,imagem
5af82e7449e4,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,"Lance Inicial:R$1.061.000,00","Lance Inicial: R$1.061.000,00 São Bento do Sul/SC",,,,1061000.0,,,https://www.danielgarcialeiloes.com.br/item/76610/detalhes,imovel,
fe93701e7e4f,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,"Lance Inicial:R$1.232.000,00","Lance Inicial: R$1.232.000,00 Joinville/SC",,,,1232000.0,,,https://www.danielgarcialeiloes.com.br/item/76612/detalhes,imovel,
8aecb71b0d9f,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba – Conservados,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba – Conservados Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online,,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7527/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007527-69f0df1e2a13d.jpg
4f942455ea81,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Serrinha – Conservados,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Serrinha – Conservados Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:01h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7528/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007528-69efc98957f7e.jpg
b800dc119fe8,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas – Conservados,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas – Conservados Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:02h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7529/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007529-69f0c6a89b78a.jpg
a1b617685b47,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas F/R – Conservados,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas F/R – Conservados Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:03h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7530/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007530-69f0c097cb41b.jpg
759738ee4969,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:04h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7531/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007531-69f0e3bb5b89c.jpg
80aa03557385,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba ADM – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba ADM – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:05h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7532/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007532-69f0cb58250ac.jpg
e113885dca24,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba F/R – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Itaberaba F/R – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:06h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7533/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007533-69f0cb3067059.jpg
03bc765a4b8b,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Serrinha – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Serrinha – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:07h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7534/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007534-69efcb6965286.jpg
0d21c29397af,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Serrinha ADM – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Serrinha ADM – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:08h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7536/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007536-69efcc9363398.jpg
e9f777ee199d,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:09h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7537/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007537-69f0ca74cb7b2.jpg
a12f57a4f3b9,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas ADM – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas ADM – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:10h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7538/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007538-69f0c19a7aa13.jpg
8c6f7c97f3e0,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas F/R – Sucatas,Leilão Online do Detran/BA - Edital n. 09/2026 - Pátio Teixeira de Freitas F/R – Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:11h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7539/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007539-69f0c0c4c727e.jpg
78a2792bf417,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da  Prefeitura Municipal de Fazenda Rio Grande/PR - Edital 01/2026 - Sucatas,Leilão Online da  Prefeitura Municipal de Fazenda Rio Grande/PR - Edital 01/2026 - Sucatas Leilão: 03/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 14:30h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-03,https://www.danielgarcialeiloes.com.br/leilao/7517/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007517-69f3b48734d55.jpeg
4e1200d6b9c6,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 1ª Vara de Adamantina/SP.,Leilão Online da 1ª Vara de Adamantina/SP. 1º Leilão dia 08/06/2026 às 10:00 h 2º Leilão dia 29/06/2026 às 10:00  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7445/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007445-69d543ad5c242.jpg
4afdf093595e,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 3ª Vara Cível do Brasília/DF.,Leilão Online da 3ª Vara Cível do Brasília/DF. 1º Leilão dia 08/06/2026 às 12:00 h 2º Leilão dia 11/06/2026 às 12:00  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7564/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007564-69fa48d299ec6.jpg
4cd062b00cd9,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 2ª Vara Cível de Içara/SC.,Leilão Online da 2ª Vara Cível de Içara/SC. 1º Leilão dia 08/06/2026 às 14:00 h 2º Leilão dia 15/06/2026 às 14:00  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7451/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007451-69dd28068450a.jpeg
3ae00c7a1981,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 1ª Vara Cível de Criciúma/SC.,Leilão Online da 1ª Vara Cível de Criciúma/SC. 1º Leilão dia 08/06/2026 às 14:15 h 2º Leilão dia 15/06/2026 às 14:15  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7452/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007452-69d7fc31284f1.jpg
e37e3962d4cf,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Vara de Família e Sucessões de Primeiro de Maio/PR.,Leilão Online da Vara de Família e Sucessões de Primeiro de Maio/PR. 1º Leilão dia 08/06/2026 às 14:30 h 2º Leilão dia 15/06/2026 às 14:30  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7455/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007455-69e10bf984900.jpeg
f20e42562353,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Juizado Especial Cível de Realeza/PR.,Leilão Online do Juizado Especial Cível de Realeza/PR. 1º Leilão dia 08/06/2026 às 14:45 h 2º Leilão dia 15/06/2026 às 14:45  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7456/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/000000-69dce7c15334f.jpg
bbbfb334622f,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Vara Única de Turvo/SC.,Leilão Online da Vara Única de Turvo/SC. 1º Leilão dia 08/06/2026 às 15:00 h 2º Leilão dia 15/06/2026 às 15:00  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7479/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007479-69de563fe469a.jpg
c82baf112c98,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Vara Única de Santa Rosa do Sul/SC.,Leilão Online da Vara Única de Santa Rosa do Sul/SC. 1º Leilão dia 08/06/2026 às 15:15 h 2º Leilão dia 15/06/2026 às 15:15  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7481/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007481-69de7937553c4.jpg
a4703ff64f03,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 10ª Vara Federal do Rio de Janeiro/RJ.,Leilão Online da 10ª Vara Federal do Rio de Janeiro/RJ. 1º Leilão dia 08/06/2026 às 15:30 h 2º Leilão dia 15/06/2026 às 15:30  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7494/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007494-69dfa122672d4.jpg
91c81a655b44,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 4ª Vara Cível de Joinville/SC.,Leilão Online da 4ª Vara Cível de Joinville/SC. 1º Leilão dia 08/06/2026 às 16:00 h 2º Leilão dia 15/06/2026 às 16:00  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7511/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007511-69e2224f85a69.jpg
d6eacbb93a74,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Vara da Família de Criciúma/SC.,Leilão Online da Vara da Família de Criciúma/SC. 1º Leilão dia 08/06/2026 às 16:15 h 2º Leilão dia 15/06/2026 às 16:15  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7512/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007512-69e229e300754.jpg
4dc565ecd2a5,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Vara Criminal de Jaguariaíva/PR.,Leilão Online da Vara Criminal de Jaguariaíva/PR. 1º Leilão dia 08/06/2026 às 16:30 h 2º Leilão dia 15/06/2026 às 16:30  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7515/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007515-69e613b5f10e5.jpeg
236745667b04,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Vara do Trabalho de Mafra/SC.,Leilão Online da Vara do Trabalho de Mafra/SC. 1º Leilão dia 08/06/2026 às 16:45 h 2º Leilão dia 15/06/2026 às 16:45  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7516/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007516-69e62d8fdb659.jpg
c47ad4b303c2,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 1ª Vara Cível de Tubarão/SC.,Leilão Online da 1ª Vara Cível de Tubarão/SC. 1º Leilão dia 08/06/2026 às 17:00 h 2º Leilão dia 15/06/2026 às 17:00  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7518/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007518-69e6873976f5b.jpg
09a7c2b4e31a,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Vara de Falências e Recuperações Judiciais e Extrajudiciais de Florianópolis/SC.,Leilão Online da Vara de Falências e Recuperações Judiciais e Extrajudiciais de Florianópolis/SC. 1º Leilão dia 08/06/2026 às 17:20 h 2º Leilão dia 15/06/2026 às 17:20  h 3º Leilão dia 16/06/2026 às 17:20 h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-08,https://www.danielgarcialeiloes.com.br/leilao/7519/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007519-69ea048292d89.jpeg
5becde04ea95,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Regional do Tribunal Regional do Trabalho da 4ª Região - Rio Grande do Sul,"Leilão Regional do Tribunal Regional do Trabalho da 4ª Região - Rio Grande do Sul Leilão: 09/06/2026 (terça-feira) Pregão do primeiro lote a partir das: 14:00h Local: Rua Piauí, nº 183, Santa Maria Goretti, em Porto Alegre/RS Em Andamento JUDICIAL Online & Presencial",,,,,,2026-06-09,https://www.danielgarcialeiloes.com.br/leilao/7437/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007437-69cd17725a252.jpg
d5fd6aa48efe,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Conservados,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Conservados Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-10,https://www.danielgarcialeiloes.com.br/leilao/7556/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007556-69f5f7ec5364b.jpg
0ed457923e35,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Sucatas,Leilão Online da Polícia Federal - Edital n. 01/2026 - SR/PF/SP - Sucatas Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 09:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-10,https://www.danielgarcialeiloes.com.br/leilao/7557/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007557-69f5f956e2738.jpg
adf0c3ef4cd3,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Prefeitura Municipal de Lagoa Santa/MG - Edital 01/2026,Leilão Online da Prefeitura Municipal de Lagoa Santa/MG - Edital 01/2026 Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 14:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-10,https://www.danielgarcialeiloes.com.br/leilao/7589/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007589-6a077590cf372.jpeg
6e6b1370a4e7,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão da Prefeitura Municipal de Formiga/MG - Edital 01/2026,Leilão da Prefeitura Municipal de Formiga/MG - Edital 01/2026 Leilão: 10/06/2026 (quarta-feira) Pregão do primeiro lote a partir das: 15:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-10,https://www.danielgarcialeiloes.com.br/leilao/7562/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007562-6a022b0092d62.jpg
d213867f0196,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026 Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 10:00h Local: - Prudente Morais/MG Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-11,https://www.danielgarcialeiloes.com.br/leilao/7521/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007521-69f242cacc7ea.jpeg
a8af70780f1f,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026 - Sucatas,Leilão Online da Prefeitura Municipal de Prudente de Morais/MG - Edital 01/2026 - Sucatas Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 10:00h Local: - Prudente Morais/MG Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-11,https://www.danielgarcialeiloes.com.br/leilao/7522/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007522-69f245cc7db0b.jpeg
56361e8798c3,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão da Prefeitura Municipal de Jesúpolis/GO - Edital 01/2026,Leilão da Prefeitura Municipal de Jesúpolis/GO - Edital 01/2026 Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 14:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-11,https://www.danielgarcialeiloes.com.br/leilao/7549/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007549-69f0ffa8dd0be.jpg
361c4813bf5b,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão da Prefeitura Municipal de Jesúpolis/GO- Edital 01/2026 - Sucatas,Leilão da Prefeitura Municipal de Jesúpolis/GO- Edital 01/2026 - Sucatas Leilão: 11/06/2026 (quinta-feira) Pregão do primeiro lote a partir das: 14:00h Em Andamento PÚBLICO ADMINISTRATIVO Online (Ao Vivo),,,,,,2026-06-11,https://www.danielgarcialeiloes.com.br/leilao/7550/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007550-69f10215a6752.jpg
1874894857ef,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online do Juizado Especial Cível de Tupã/SP.,Leilão Online do Juizado Especial Cível de Tupã/SP. 1º Leilão dia 15/06/2026 às 13:30 h 2º Leilão dia 06/07/2026 às 13:30  h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-15,https://www.danielgarcialeiloes.com.br/leilao/7567/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/000000-69fca2f9e9a66.jpg
46c79a05978a,Daniel Elias Garcia,JUCEA,https://dgleiloes.com.br,Leilão Online da 1ª Vara Cível de Brusque/SC.,Leilão Online da 1ª Vara Cível de Brusque/SC. Leilão: 15/06/2026 (segunda-feira) Pregão do primeiro lote a partir das: 15:45h Em Andamento JUDICIAL Online (Ao Vivo),,,,,,2026-06-15,https://www.danielgarcialeiloes.com.br/leilao/7510/lotes,imovel,https://24e53253961aecf7.cdn.gocache.net/leiloes/007510-69e21ad1eae51.jpg
