url,leiloeiro,cidade,estado,titulo,preco,avaliacao
https://www.leilo.com.br/leilao/goiania-goias/imoveis/imovel-no-bairro-sao-carlos---goiania/go/ano.2023/760d8210-4fcf-11f1-8cef-02420a000008,Eduardo Vinicius Fleury Lobo,Goiania,GO,IMOVEL NO BAIRRO SAO CARLOS - GOIANIA/GO,"200.000,00",
"https://www.leilo.com.br/leilao/goiania-goias/imoveis/nova-veneza/go-lote-com-a-area-de-9.960,46-m%C2%B2/ano.2023/6bb04919-53c2-11f1-8cef-02420a000008",Eduardo Vinicius Fleury Lobo,Goiania,GO,"Nova Veneza/GO LOTE com a área de 9.960,46 m²","1.050.000,00",
"https://www.leilo.com.br/leilao/goiania-goias/imoveis/campo-limpo-de-goias/go----lote-com-area-de-287,50-m/ano.2023/371a5fe7-552a-11f1-8cef-02420a000008",Eduardo Vinicius Fleury Lobo,Goiania,GO,"CAMPO LIMPO DE GOIAS/GO -  LOTE COM AREA DE 287,50 M","420.000,00",
https://www.leilo.com.br/leilao/goiania-goias/imoveis/novo-gama/go---terreno-360-m/ano.2023/8c5c4036-5dfe-11f1-99e0-02420a00000a,Eduardo Vinicius Fleury Lobo,Goiania,GO,NOVO GAMA/GO - TERRENO 360 M,"116.300,00",
https://www.leilo.com.br/leilao/goiania-goias/imoveis/goiania/go---casa-com-216-m/ano.2023/8e007da7-5dfe-11f1-99e0-02420a00000a,Eduardo Vinicius Fleury Lobo,Goiania,GO,GOIANIA/GO - CASA COM 216 M,"280.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1359/imovel-com-area-total-de-3-962-50m-situado-em-nova-petropolis-planaltina-go,Alglecio Bueno da Silva,Goiania,GO,Casas,"125.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1373/1-um-apartamento-no-502-bloco-a-do-edificio-kananxue-thermas-park-caldas-novas-go,Alglecio Bueno da Silva,Goiania,GO,Apartamentos,"120.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1361/imovel-comercial-com-area-de-362-50m-situado-no-setor-mae-bela-posse-go,Alglecio Bueno da Silva,Goiania,GO,Ponto Comercial,"450.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1375/uma-fazenda-com-area-de-260-09-alqueires-goianos-situada-no-municipio-de-teresina-de-goias-go,Alglecio Bueno da Silva,Goiania,GO,Rural,"6.000.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1376/imovel-com-area-de-1-066-40-m2-em-caldas-novas-go,Alglecio Bueno da Silva,Goiania,GO,Lote,"100.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1367/1-imovel-situado-na-quadra-13-lote-21-parque-valparaiso-ii-valparaiso-de-goias,Alglecio Bueno da Silva,Goiania,GO,Ponto Comercial,"350.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/justica-do-trbalho-de-goias-trt18-capital-e-interior/lote/1380/imovel-comercial-na-parte-superior-do-predio-situado-a-avenida-goias-anapolis-go,Alglecio Bueno da Silva,Goiania,GO,Ponto Comercial,"500.000,00",
https://www.leiloesgoias.com.br/eventos/leilao/168/justica-do-trbalho-de-goias-trt18-capital-e-interior,Alglecio Bueno da Silva,Goiania,GO,JUSTIÇA DO TRBALHO DE GOIÁS -TRT18 - CAPITAL E INTERIOR,,
"https://www.leilo.com.br/leilao/goiania-goias/imoveis/goiatuba/go---terreno-com-237,50-m%C2%B2/ano.2023/125aaca6-5b88-11f1-99e0-02420a00000a",Sergio Fleury Batista,Goiania,GO,Leilão de Imoveis,"260.000,00",
https://www.leilo.com.br/leilao/goiania-goias/imoveis/imovel-no-bairro-sao-carlos---goiania/go/ano.2023/760d8210-4fcf-11f1-8cef-02420a000008,Sergio Fleury Batista,Goiania,GO,IMOVEL NO BAIRRO SAO CARLOS - GOIANIA/GO,"200.000,00",
"https://www.leilo.com.br/leilao/goiania-goias/imoveis/nova-veneza/go-lote-com-a-area-de-9.960,46-m%C2%B2/ano.2023/6bb04919-53c2-11f1-8cef-02420a000008",Sergio Fleury Batista,Goiania,GO,"Nova Veneza/GO LOTE com a área de 9.960,46 m²","1.050.000,00",
"https://www.leilo.com.br/leilao/goiania-goias/imoveis/campo-limpo-de-goias/go----lote-com-area-de-287,50-m/ano.2023/371a5fe7-552a-11f1-8cef-02420a000008",Sergio Fleury Batista,Goiania,GO,"CAMPO LIMPO DE GOIAS/GO -  LOTE COM AREA DE 287,50 M","420.000,00",
https://www.leilo.com.br/leilao/goiania-goias/imoveis/novo-gama/go---terreno-360-m/ano.2023/8c5c4036-5dfe-11f1-99e0-02420a00000a,Sergio Fleury Batista,Goiania,GO,NOVO GAMA/GO - TERRENO 360 M,"116.300,00",
https://www.leilo.com.br/leilao/goiania-goias/imoveis/goiania/go---casa-com-216-m/ano.2023/8e007da7-5dfe-11f1-99e0-02420a00000a,Sergio Fleury Batista,Goiania,GO,GOIANIA/GO - CASA COM 216 M,"280.000,00",
https://www.leiloesbrasil.com.br/imoveis#,Johenn Brasil Balduino,Goiania,GO,207.346 - APARTAMENTO - APTO ALTO PADRÃO COM GARAGEM,"353.000,00",
https://www.hammer.lel.br/leilao/1827/lotes,Rodrigo Schmitz,Goiania,GO,2ª VARA CÍVEL DA COMARCA DE PORTO BELO/SC,,
https://www.hammer.lel.br/leilao/1828/lotes,Rodrigo Schmitz,Goiania,GO,5ª VARA CÍVEL DA COMARCA DE BLUMENAU/SC,,
https://www.hammer.lel.br/leilao/1834/lotes,Rodrigo Schmitz,Goiania,GO,"ESCRIVANIA DE FAMÍLIA, SUCESSÕES, INFÂNCIA E JUVENTUDE E CÍVEL DE PARANAIGUARA/GO",,
https://www.hammer.lel.br/leilao/1835/lotes,Rodrigo Schmitz,Goiania,GO,1ª UPJ DAS VARAS DE FAMÍLIA DA COMARCA DE GOIÂNIA/GO - 8ª VARA DE FAMÍLIA DE GOIÂNIA/GO,,
https://www.hammer.lel.br/leilao/1694/lotes,Rodrigo Schmitz,Goiania,GO,PREFEITURA MUNICIPAL DE JACINTO MACHADO/SC,,
https://www.hammer.lel.br/leilao/1243/lotes,Rodrigo Schmitz,Goiania,GO,PREFEITURA MUNICIPAL DE LONTRAS/SC,,
https://www.hammer.lel.br/leilao/1837/lotes,Rodrigo Schmitz,Goiania,GO,1ª VARA CÍVEL DA COMARCA DE JATAÍ/GO,,
https://www.hammer.lel.br/leilao/1838/lotes,Rodrigo Schmitz,Goiania,GO,2ª VARA CÍVEL DA COMARCA DE JATAÍ/GO,,
https://www.hammer.lel.br/leilao/1839/lotes,Rodrigo Schmitz,Goiania,GO,1º JUIZADO ESPECIAL CÍVEL E CRIMINAL DA COMARCA DE JATAÍ/GO,,
https://www.hammer.lel.br/leilao/1842/lotes,Rodrigo Schmitz,Goiania,GO,2ª VARA CÍVEL DA COMARCA DE JATAÍ/GO,,
https://www.hammer.lel.br/leilao/1845/lotes,Rodrigo Schmitz,Goiania,GO,2ª VARA CÍVEL DA COMARCA DE JATAÍ/GO,,
https://www.oaleiloes.com.br/leilao/371,Orlando Araujo dos Santos,Goiania,GO,"TJDFT - DIREITOS AQUISITIVOS DO LOTE Nº19, CONJ Nº1, QD Nº11, TRECHO 3, SETOR HABITACIONAL","650.000,00",
https://www.oaleiloes.com.br,Orlando Araujo dos Santos,Goiania,GO,"TJDFT - DIREITOS AQUISITIVOS DO LOTE Nº19, CONJ Nº1, QD Nº11, TRECHO 3, SETOR HABITACIONAL","650.000,00",
https://www.oaleiloes.com.br/leilao/369,Orlando Araujo dos Santos,Goiania,GO,"TJDFT - LOTE 03 DA QUADRA 01 DO LOT RES E COMERCIAL DAMHA I, COM 434,25M2 CIDADE OCIDENTAL","136.000,00",
https://www.oaleiloes.com.br/leilao/372,Orlando Araujo dos Santos,Goiania,GO,"TJDFT - DIREITOS POSSESSORIOS IMÓVEL LOCALIZADO NO COND RURAL SOLAR DA SERRA, QD L LT 08,","213.000,00",
https://www.oaleiloes.com.br/leilao/373,Orlando Araujo dos Santos,Goiania,GO,TRT 10 - LOTES NA QUADRA 02 DO SETOR DE ARMAZENAGENS E ABASTECIMENTO (SAAN) BRASÍLIA/DF Le,,
https://www.oaleiloes.com.br/leilao/321,Orlando Araujo dos Santos,Goiania,GO,SICOOB EXECUTIVO - LOTE Nº 16 DO CONJ 03 DA QUADRA B1 TRECHO 02 - SETOR HABITACIONAL TOROR,"375.000,00",
https://www.oaleiloes.com.br/leilao/324,Orlando Araujo dos Santos,Goiania,GO,"SICOOB EXECUTIVO - SALA Nº 505 NO SBS QUADRA 02, BL Q - ED. JOAO CARLOS SAAD BRASILIA/DF L","210.000,00",
https://www.oaleiloes.com.br/leilao/317,Orlando Araujo dos Santos,Goiania,GO,"SICOOB EXECUTIVO - SALAS NO BLOCO A DA QD 01, SAAN - ED SAA CENTER BRASÍLIA-DF Leilão: 317",,
https://www.oaleiloes.com.br/leilao/319,Orlando Araujo dos Santos,Goiania,GO,"SICOOB EXECUTIVO - SALA Nº 105 NO BLOCO A DA QD 01, SAAN - ED SAA CENTER BRASÍLIA-DF Leilã","301.300,00",
https://www.leiloesbrasil.com.br/imoveis#,Ygor Ferreira Brasil,Aparecida de Goiania,GO,207.346 - APARTAMENTO - APTO ALTO PADRÃO COM GARAGEM,"353.000,00",
https://www.prosperarleiloes.com.br/externo/lote/281/leilao-imovel-rural-com-area-de-94-7477-ha-municipio-de-goiatuba-go,Jean Carlo Rosa,Inhumas,GO,"Imóvel rural com área de 94,7477 ha  Município de Goiatuba/GO FAZENDAS 50% DE DESCONTO GOI","4.880.056,00",
https://www.prosperarleiloes.com.br,Jean Carlo Rosa,Inhumas,GO,"GOIATUBA - GO Imóvel rural com área de 94,7477 ha, situado na Fazenda Santa Rita, lugar de","4.880.056,00",
https://www.prosperarleiloes.com.br/externo/lote/277/leilao-imovel-residencial-na-rua-5-no-46-bairro-mineirinho-em-mineiros-go,Jean Carlo Rosa,Inhumas,GO,"Imóvel residencial na Rua 5 nº 46 Bairro Mineirinho, em Mineiros/GO 40% DE DESCONTO MINEIR","122.000,00",
https://www.prosperarleiloes.com.br/externo/lote/254/leilao-fazenda-de-50-2742-alqueires-em-pilar-de-goias,Jean Carlo Rosa,Inhumas,GO,FAZENDA de 50.2742 alqueires em Pilar de Goiás FAZENDAS PILAR DE GOIAS - GO Uma gleba de t,,
https://www.prosperarleiloes.com.br/externo/lote/258/leilao-colheitadeira-marca-john-deere-1175vb-hydro-ano-2000,Jean Carlo Rosa,Inhumas,GO,"Colheitadeira, Marca JOHN DEERE, 1175VB hydro, Ano 2000. COLHEITADEIRA 50% DE DESCONTO MOR","140.000,00",
https://www.prosperarleiloes.com.br/externo/lote/191/leilao-venda-direta-chacara-de-35-666-22-m-zona-rural-de-goiania-go,Jean Carlo Rosa,Inhumas,GO,"VENDA DIRETA - Chácara de 35.666,22 m² - Zona Rural de Goiânia-GO CHÁCARAS 18% DE DESCONTO","1.225.000,00",
https://www.prosperarleiloes.com.br/externo/lote/223/leilao-fazenda-tupaciguara-com-area-georreferenciada-673-17-ha-no-municipio-de-sao-miguel-do-araguaia-go,Jean Carlo Rosa,Inhumas,GO,"FAZENDA TUPACIGUARA, com área georreferenciada 673,17 há, no município de  São Miguel do A","7.303.919,49",
https://www.prosperarleiloes.com.br/externo/lote/238/leilao-um-lote-de-terras-no-loteamento-denominado-setor-maysa-em-trindade-go-com-a-area-de-325-00m,Jean Carlo Rosa,Inhumas,GO,"Um lote de terras no loteamento denominado ""Setor Maysa"", em Trindade-GO, com a área de 32","90.000,00",
https://www.jussiaraleiloes.com,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Casa situada na QNG 21, Taguatinga Norte, Brasília-DF, com 330,00 m² Imóvel situado na QNG","797.946,60",
https://www.jussiaraleiloes.com#carousel-5691,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,Venda direta CASAS 50% DE DESCONTO Casa residencial com área total de 355m² construída sob,"1.060.000,00",
https://www.jussiaraleiloes.com#carousel-5580,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Venda direta - COMPREI SALAS COMERCIAIS 30% DE DESCONTO Sala no trecho 3, do SIA - Brasíli","126.000,00",
https://www.jussiaraleiloes.com/externo/lote/5582/leilao-venda-direta-comprei,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Venda direta - COMPREI CASAS 50% DE DESCONTO SALVADOR-BA: Casa de andar térreo e loja, sal","82.500,00",
https://www.jussiaraleiloes.com#carousel-5639,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Venda direta FAZENDAS 50% DE DESCONTO Fazenda Irapuá com área de 1.876.0 ha, Santa Rita de","5.738.134,46",
https://www.jussiaraleiloes.com#carousel-5645,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Venda direta GALPÃO 50% DE DESCONTO Terreno com 27.727,03m² com benfeitoras em Bady Bassit","9.088.205,50",
https://www.jussiaraleiloes.com#carousel-5697,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Venda direta TERRENOS E LOTES 25% DE DESCONTO Imóvel rural denominado Umburanas com 76,37","395.260,50",
https://www.jussiaraleiloes.com/externo/leilao/827/leilao-venda-direta,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"2 LOTES Venda direta Lotes com áreas de 3.480,00m² e 4.027,00m² com Benfeitorias, Jardim P",,
https://www.jussiaraleiloes.com#carousel-5696,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Venda direta CASAS 25% DE DESCONTO Casa com 180m², no  Loteamento Kennedy, em Poço de Cald","154.500,00",
https://www.jussiaraleiloes.com/externo/leilao/192/leilao-teste,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,3 LOTES Leilão teste SIMULAÇÃO Leilão: 192 1º Leilão 26/12/2026 às 14:00:00 2º Leilão 28/1,,
https://www.jussiaraleiloes.com/externo/lote/5634/leilao-venda-direta,Jussiara Santos Ermano Sukiennik,Cidade Ocidental,GO,"Venda direta CASAS 50% DE DESCONTO SALVADOR - BA: Prédio com dois pavimentos, situado a pr","400.000,00",
https://www.rjleiloes.com.br/leilao/3430/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DE APARTAMENTO COM 3 QUARTOS NA AV. DOM JOÃO VI  -  BROTAS  -  SALVADOR/BA Data: 10,,
https://www.rjleiloes.com.br/leilao/4742/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DA UNIVERSIDADE FEDERAL DE SERGIPE - EDITAL DE LEILÃO Nº 001/2026 Data: 15/06/2026,,
https://www.rjleiloes.com.br/leilao/4743/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DE BENS INSERVÍVEIS DA PREFEITURA MUNICIPAL DE ROSÁRIO DO CATETE/SE - EDITAL DO LEI,,
https://www.rjleiloes.com.br/leilao/4736/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DO TRIBUNAL DE JUSTIÇA DE SERGIPE 1º Leilão: 19/06/2026 às 09:00 2º Leilão: 03/07/2,,
https://www.rjleiloes.com.br/leilao/4737/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DO TRIBUNAL DE JUSTIÇA DE SERGIPE 1º Leilão: 19/06/2026 às 10:00 2º Leilão: 03/07/2,,
https://www.rjleiloes.com.br/leilao/4739/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DO TRIBUNAL DE JUSTIÇA DE SERGIPE 1º Leilão: 22/06/2026 às 09:00 2º Leilão: 06/07/2,,
https://www.rjleiloes.com.br/leilao/4740/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DO TRIBUNAL DE JUSTIÇA DE SERGIPE 1º Leilão: 22/06/2026 às 10:00 2º Leilão: 06/07/2,,
https://www.rjleiloes.com.br/leilao/4748/lotes,Rudival Almeida Gomes Junior,Goiania,GO,LEILÃO DO CONSELHO REGIONAL DE FARMÁCIA DO ESTADO DA BAHIA - CRF/BA Data: 29/06/2026 (segu,,
https://www.leiloariasmart.com.br/imovel/1426,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Cresol Rosário de Limeira Terreno 329m² Muriaé/MG PRAÇA ÚNICA: 0,"80.000,00",
https://www.leiloariasmart.com.br/imovel/1477,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - RIZA SECURITIZADORA S.A Apto 62m² Nova Iguaçu - Rio de Janeiro/R,"160.000,00",
https://www.leiloariasmart.com.br/imovel/1512,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - CRESOL PIONEIRA Lotes Urb com Construção 1.900m² — Dois Vizinhos,"1.600.000,00",
https://www.leiloariasmart.com.br/imovel/1503,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - AF - Travessia Securitizadora S/A 3 Apartamentos 52m² – Natal/RN 1 a praça,"1.092.536,92",
https://www.leiloariasmart.com.br/imovel/1502,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - AF - VERT Companhia Securitizadora Apartamento 77m² – Governador Celso Ram,"843.581,13",
https://www.leiloariasmart.com.br/imovel/1504,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - CRESOL PIONEIRA Lote Urb com Construção 411m² - Nova Prata do Ig,"150.000,00",
https://www.leiloariasmart.com.br/imovel/1511,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - CRESOL PIONEIRA Lote Urbano 423m² — Salto do Lontra/PR PRAÇA ÚNI,"150.000,00",
https://www.leiloariasmart.com.br/imovel/1505,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - CRESOL PIONEIRA Lote Urbano 422m² — Nova Prata do Iguaçu/PR PRAÇ,"70.000,00",
https://www.leiloariasmart.com.br/imovel/1513,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - AF - VERT Companhia Securitizadora Lote Residencial 312m² — Sinop/MT 1 a p,"1.633.825,94",
https://www.leiloariasmart.com.br/imovel/1545,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Casa 255m² – Salvador/BA PRAÇA ÚNICA: 26/06/2026 14:00 R,"179.000,00",
https://www.leiloariasmart.com.br/imovel/1539,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 190m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"40.000,00",
https://www.leiloariasmart.com.br/imovel/1528,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Apartamento 73m² – Salvador/BA PRAÇA ÚNICA: 26/06/2026 1,"168.578,00",
https://www.leiloariasmart.com.br/imovel/1533,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 120m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"30.000,00",
https://www.leiloariasmart.com.br/imovel/1541,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 120m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"115.131,00",
https://www.leiloariasmart.com.br/imovel/1531,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Casa 33m² – Feira de Santana/BA PRAÇA ÚNICA: 26/06/2026,"398.000,00",
https://www.leiloariasmart.com.br/imovel/1529,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Apartamento 73m² – Salvador/BA – Lote 02 PRAÇA ÚNICA: 26,"168.578,00",
https://www.leiloariasmart.com.br/imovel/1536,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 120m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"56.499,00",
https://www.leiloariasmart.com.br/imovel/1535,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 120m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"30.000,00",
https://www.leiloariasmart.com.br/imovel/1540,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 120m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"30.000,00",
https://www.leiloariasmart.com.br/imovel/1542,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 150m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"76.000,00",
https://www.leiloariasmart.com.br/imovel/1526,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Casa 32m² – Camaçari/BA – Lote 02 PRAÇA ÚNICA: 26/06/202,"176.466,00",
https://www.leiloariasmart.com.br/imovel/1534,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 149m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"30.000,00",
https://www.leiloariasmart.com.br/imovel/1524,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Apartamento 186m² – Salvador/BA PRAÇA ÚNICA: 26/06/2026,"341.000,00",
https://www.leiloariasmart.com.br/imovel/1530,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Apartamento 61m² – Barreiras/BA PRAÇA ÚNICA: 26/06/2026,"115.735,00",
https://www.leiloariasmart.com.br/imovel/1525,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Casa 32m² – Camaçari/BA PRAÇA ÚNICA: 26/06/2026 14:00 R$,"161.500,00",
https://www.leiloariasmart.com.br/imovel/1537,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 120m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"30.000,00",
https://www.leiloariasmart.com.br/imovel/1543,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Terreno Urbano 150m² – Salvador/BA PRAÇA ÚNICA: 26/06/20,"75.818,00",
https://www.leiloariasmart.com.br/imovel/1527,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Apartamento 69m² – Salvador/BA PRAÇA ÚNICA: 26/06/2026 1,"185.250,00",
https://www.leiloariasmart.com.br/imovel/1544,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Loja 431m² – Salvador/BA PRAÇA ÚNICA: 26/06/2026 14:00 R,"2.350.000,00",
https://www.leiloariasmart.com.br/imovel/1532,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Enforce Apartamento 102m² – Salvador/BA PRAÇA ÚNICA: 26/06/2026,"195.000,00",
https://www.leiloariasmart.com.br/imovel/1549,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - A.F - RIZA SECURITIZADORA S.A Casa 147m² – Uberlândia/MG 1 a praça: 15/06/,"320.418,61",
https://www.leiloariasmart.com.br/imovel/1546,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - A.F - Loteamento Jardim Florença SPE LTDA Lote de Terreno 300m² – Nova Ode,"255.056,73",
https://www.leiloariasmart.com.br/imovel/1459,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Santiago Home Equity FIDC Terrenos em Condomínio 566m² Teresina/,"142.920,39",
https://www.leiloariasmart.com.br/imovel/1460,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Santiago Home Equity FIDC Terrenos em Condomínio até 199m² Teres,"150.000,00",
https://www.leiloariasmart.com.br/imovel/1461,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - Santiago Home Equity FIDC Terrenos em Condomínio até 193m² Teres,"115.000,00",
https://www.leiloariasmart.com.br/imovel/1521,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - Estoque - VIRGO Companhia de Securitização S.A Terreno Urbano 200m² – São,"109.168,88",
https://www.leiloariasmart.com.br/imovel/1479,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - A.F - FIDC Crediblue Loja 296m² — São Luís/MA 1 a praça: 25/06/2026 14:00,"779.189,00",
https://www.leiloariasmart.com.br/imovel/1550,Lucas Andreatta de Oliveira,Goiania,GO,Extrajudicial - A.F - OCGT Lote Residencial 275m² – Matão/SP 1 a praça: 01/07/2026 14:00 R,"97.463,91",
https://www.leiloariasmart.com.br/imovel/1496,Lucas Andreatta de Oliveira,Goiania,GO,Judicial - Foro de Bento Gonçalves - 3ª Vara Cível Lote Rural 13.768m² - Bento Gonçalves/R,"50.000,00",
https://www.alfaleiloes.com/lote/9819/leilao-de-sobrado-de-alto-padrao-em-presidente-epitacio-sp/,Davi Borges de Aquino,Goiania,GO,50% de Desconto À vista ou 25% (Sinal) + 30X Presidente Epitácio (SP) – Sobrado de Alto Pa,,
